store_node_id,store_id,store_name,latitude,longitude,median_price,price_min,price_max,rating,review_count,district,city,area_id
store:76300,76300,Phở Gà & Thịt Xiên - Bùi Ngọc Dương,21.00065994,105.8531799,67500.0,8000.0,180000.0,4.4,131,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:119112,119112,Cơm Rang A Lú - Lương Định Của,21.00650978,105.836731,60000.0,2000.0,65000.0,5.0,21,,Ha Noi,
store:114792,114792,Bún Chả - Nem Rán Long Vũ - Bạch Mai,20.99784088,105.8500977,58000.0,10000.0,126000.0,4.8,226,,Ha Noi,
store:17056,17056,Chảnh Quán - Gỏi Cuốn Mắm Nêm - Phố Vọng,20.99692917,105.8428726,46500.0,7000.0,240000.0,4.6,82,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:105958,105958,Bánh Cuốn Nóng 101 Bà Triệu - Triệu Việt Vương,21.0123806,105.8505173,45000.0,7000.0,65000.0,4.9,53,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:132613,132613,Phở Dũng - Ô Đồng Lầm,21.01161003,105.8394623,42000.0,42000.0,50000.0,0.0,0,,Ha Noi,
store:34875,34875,Cherry Hồng - Phở Gà & Bún Riêu Ốc - Trần Khát Chân,21.00882912,105.8539734,55500.0,5000.0,66000.0,5.0,1,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:14305,14305,Phở Bò Long Bích - Võ Thị Sáu,21.00349998,105.8548203,61000.0,46000.0,121000.0,4.5,452,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:91853,91853,Bánh Tráng Cuốn Thịt Heo Bốn Ba - Đại La,20.99633026,105.846077,54000.0,7000.0,90000.0,4.7,78,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:11493,11493,Tun Tun - Bún Hải Sản Hoa Quả - Bùi Ngọc Dương,21.00175095,105.8544769,70000.0,3000.0,100000.0,4.9,1821,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:22815,22815,Bánh Cuốn Cao Bằng - Thể Giao,21.01400948,105.847641,30000.0,7000.0,350000.0,4.8,314,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:93168,93168,Minh Sơn - Bún Trộn & Phở Chiên Phồng - Bạch Mai,20.99758911,105.8510818,60000.0,13000.0,120000.0,4.8,118,Quan Hai Ba Trung,Hà Nội,Hà Nội:Quan Hai Ba Trung
store:1108,1108,Cô Tám - Cơm Rang & Cơm Tấm - 126 Hồng Mai,20.9987793,105.8526306,61000.0,6000.0,195000.0,4.8,1319,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:40980,40980,Cơm Thố Bách Khoa - Lương Định Của,21.00451088,105.8357773,72500.0,15000.0,95000.0,4.8,310,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:95450,95450,Hương Hội An - Cơm Gà Hội An - Thanh Nhàn,21.00276947,105.8551102,80000.0,70000.0,155000.0,4.0,23,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:134203,134203,Cơm Lệ - Ấm Vị Gia Đình - 135 Triệu Việt Vương,21.01305962,105.8505478,144000.0,16000.0,552000.0,5.0,1,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:4486,4486,"Bento Delichi (by Cooky) - Cơm Gà Mắm Tỏi, Xối Mỡ - Xã Đàn",21.01066017,105.8376999,56000.0,8000.0,147000.0,4.7,2748,,Ha Noi,
store:31187,31187,Đáng Vũ - Bánh Cuốn Nóng Gia Truyền - Lương Định Của,21.00382042,105.8358002,65000.0,18000.0,95000.0,4.8,133,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:8785,8785,Korean Chicken - Gà Rán Truyền Thống Hàn Quốc - Bạch Mai,20.99749947,105.8513718,170000.0,5000.0,330000.0,4.9,1026,,Ha Noi,
store:65884,65884,Kaoya Hotpot - Mì Vịt Quay & Cơm Xá Xíu - Lương Định Của,21.00495911,105.8355408,70000.0,15000.0,395000.0,4.7,635,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:40716,40716,Cơm Tấm Sài gòn - Hồng Mai,20.99847031,105.8531876,29000.0,5000.0,80000.0,0.0,0,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:58523,58523,Tiệm Bánh Cô Bống - Trường Chinh,20.99600983,105.8417892,85000.0,20000.0,260000.0,4.8,56,,Ha Noi,
store:62280,62280,Bếp Mẹ Bơ 15A - Bánh Xèo Cốt Dừa - Hồng Mai,21.00016022,105.8546677,39000.0,13000.0,140000.0,4.8,180,,Ha Noi,
store:1279,1279,Gạch Quán - Bánh Tráng Cuốn Thịt Heo,21.00968933,105.8362579,42000.0,10000.0,85000.0,4.8,1923,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:32416,32416,Ngọc Lợi - Miến & Bánh Đa Cua Trộn - Kim Liên,21.00330925,105.8351974,52500.0,7000.0,155000.0,4.8,144,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:39068,39068,"Cơm Sườn Cooky - Cơm Tấm, Cơm Sườn Xốt - Trần Đại Nghĩa",20.99517059,105.845459,56000.0,10000.0,139000.0,4.2,1299,Quan Hoang Mai,Ha Noi,Ha Noi:Quan Hoang Mai
store:84292,84292,Bánh Cuốn Nóng Cô Sợi Gia Truyền Nam Định - Tập Thể Kim Liên,21.0034008,105.835083,30000.0,30000.0,45000.0,0.0,0,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:32283,32283,Hương Phệ - Bún Chả Ngon - Hồng Mai,20.99861908,105.8536911,45000.0,45000.0,45000.0,4.9,35,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:4397,4397,Mokchang - Đồ Ăn Hàn Quốc & Gà Rán - Xã Đàn,21.01195908,105.8376694,85000.0,5000.0,364000.0,4.8,5937,,Ha Noi,
store:7920,7920,Cơm Gà Q35 - Hồng Mai,20.99887085,105.8540802,45000.0,1.0,57000.0,4.8,2207,,Ha Noi,
store:61209,61209,Bánh Tráng Cô Chin - Bánh Tráng Cuốn Phomai - Lương Định Của,21.00721931,105.834938,35000.0,10000.0,40000.0,2.0,1,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:76124,76124,Cơm Osechi - Cơm Gà & Cơm Thịt Heo - Phương Liệt,20.9968605,105.8390732,72500.0,18000.0,85000.0,4.8,79,Quan Thanh Xuan,Ha Noi,Ha Noi:Quan Thanh Xuan
store:10227,10227,Bánh Cuốn Đức Hạnh - Phạm Ngọc Thạch,21.00922012,105.8355179,30000.0,10000.0,50000.0,4.6,153,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:2443,2443,Bánh Giò Nóng Xuân Thủy - Lương Định Của,21.00736046,105.8348083,72500.0,13000.0,130000.0,4.0,37,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:116044,116044,Cơm Bình Dân - Lạc Nghiệp,21.00834084,105.8562164,50000.0,45000.0,50000.0,4.0,11,,Ha Noi,
store:41433,41433,Phở Lộc - Phạm Ngọc Thạch,21.00839043,105.8349686,40000.0,40000.0,45000.0,0.0,0,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:16270,16270,"Bún Chả, Bún Thịt Nướng & Thịt Xiên Cây Dâu - Nguyễn Công Trứ",21.01353073,105.8522797,28000.0,11000.0,58000.0,5.0,42,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:96492,96492,Bánh Cuốn Dẻo Gia Truyền Bà Minh - Lương Đình Của,21.00753021,105.8346481,37500.0,5000.0,245000.0,0.0,0,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:99617,99617,Cơm Đốt Thố Thái Lan - Xã Đàn,21.01178932,105.8367462,76500.0,17000.0,287000.0,5.0,5,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:128372,128372,Cơm BomPi - Gà & Xá Xíu - Trường Chinh,20.99718094,105.837677,60000.0,38250.0,60000.0,4.3,8,,Ha Noi,
store:10856,10856,Hồng Hạnh - Bánh Cuốn Tôm Thịt,21.00914955,105.8346329,30000.0,15000.0,50000.0,4.7,205,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:134353,134353,Bún Chả Trâm Anh - Trương Định,20.99481964,105.8497696,50000.0,10000.0,69000.0,0.0,0,,Ha Noi,
store:32784,32784,Nhà Hàng Đức Mai - Các Món Nhậu - Giải Phóng,20.99481964,105.8414078,35000.0,10000.0,280000.0,4.1,11,Quan Thanh Xuan,Ha Noi,Ha Noi:Quan Thanh Xuan
store:95249,95249,Cơm Tấm Sườn Đông Dương - Trương Định,20.99474907,105.8497162,78000.0,10000.0,93000.0,4.8,312,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:116631,116631,Bà Tuyết - Bún Thái Hải Sản & Mì Chua Cay - Lương Định Của,21.00732994,105.8339233,87000.0,20000.0,98000.0,4.8,167,,Ha Noi,
store:122272,122272,Phở Bò Thu - Hồng Mai,20.99889946,105.8554916,45000.0,40000.0,45000.0,5.0,1,,Ha Noi,
store:26075,26075,Chi Nấm - Cơm Văn Phòng,21.01133919,105.835083,48000.0,7000.0,57000.0,4.6,293,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:119585,119585,Cơm Tấm Nàng Bơ - Phạm Ngọc Thạch,21.00775909,105.8333282,70000.0,60000.0,85000.0,4.6,11,,Ha Noi,
store:20058,20058,TIỆM GÀ RÁN SỐ 19,21.01629066,105.8497772,200000.0,13000.0,530000.0,4.6,88,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:20000,20000,Bánh Cuốn Nóng - Nguyễn Bỉnh Khiêm,21.01664925,105.8485718,32500.0,25000.0,40000.0,4.5,25,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:76892,76892,GONGFU CHICKEN - Trương Định,20.99386024,105.8497086,54000.0,14000.0,384000.0,4.7,485,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:68175,68175,Cơm Quê Ngõ Nhỏ - Đồng Nhân,21.01306915,105.8552017,65000.0,8000.0,250000.0,4.6,202,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:8868,8868,Cơm Rang 10 Cẩm - Ngõ Trại Cá,20.99341011,105.8485184,42000.0,1000.0,85000.0,4.6,1617,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:130788,130788,Vinh Anh - Chuyên Cơm Rang - Hà Kế Tấn,20.9962101,105.8366394,55000.0,15000.0,60000.0,0.0,0,,Ha Noi,
store:130031,130031,"Quán Cô Tín - Bún Đậu, Bánh Khoai & Bánh Chuối - Chùa Quỳnh",21.00064087,105.8578186,39000.0,5000.0,59000.0,5.0,1,,Ha Noi,
store:24720,24720,Gà Rán Tok Tok - Khâm Thiên,21.01596069,105.8393478,70000.0,15000.0,350000.0,4.9,104,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:57665,57665,Phở Bò Gà & Bún Miến Ngan 343 - Phố Vọng,20.99327087,105.8420029,66000.0,66000.0,71000.0,4.8,187,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:11020,11020,Bún Chả Cô An - Hanoi Grilled Pork Noodles - Khâm Thiên,21.01643944,105.8400269,65000.0,45000.0,350000.0,4.6,40,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:103124,103124,Habon Chicken - Tiệm Gà Rán Hàn Quốc - Ngõ Trại Cá,20.9930706,105.8492432,137000.0,12000.0,198000.0,4.7,29,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:126401,126401,"Happy Food - Đồ Ăn Hàn, Gà Rán Sốt & Cơm Bò HQ - Phùng Khắc Khoan",21.01605034,105.8523178,75000.0,1000.0,250000.0,4.2,40,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:36157,36157,Bánh Cuốn Nóng Linh Béo - Ngõ Tân Lập,21.00094032,105.8583374,20000.0,10000.0,40000.0,0.0,0,Quan Hai Ba Trung,Ha Noi,Ha Noi:Quan Hai Ba Trung
store:9929,9929,Gà Rán và Mỳ Ý Jollibee - Vincom Phạm Ngọc Thạch,21.00624084,105.8320313,61500.0,1000.0,322000.0,4.8,4519,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:73467,73467,Mieso Food - Gà Rán & Gà Ủ Muối - Chợ Khâm Thiên,21.01643944,105.8381119,92000.0,6000.0,189000.0,4.7,666,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:31750,31750,Bếp Bé Bếu - Cơm & Bánh Mì Nướng Trung Hoa - Đặng Văn Ngữ,21.00999069,105.8321762,65000.0,8000.0,100000.0,4.8,974,,Ha Noi,
store:109048,109048,"Bếp Chử - Gỏi Cuốn, Bún Trộn & Nem Nướng Nha Trang - Nguyễn An Ninh",20.99164009,105.8448792,59999.0,6666.0,125000.0,4.7,43,Quan Hoang Mai,Ha Noi,Ha Noi:Quan Hoang Mai
store:1255,1255,Cơm Rang Dế Mèn,21.00871086,105.8316269,55000.0,12000.0,105000.0,4.6,644,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
store:53514,53514,Cơm 1985 - Phố Chợ Khâm Thiên,21.0156002,105.83638,79000.0,12000.0,100000.0,5.0,96,Quan Dong Da,Ha Noi,Ha Noi:Quan Dong Da
