id,name,query_name,query_address,address,latitude,longitude,rating,review_count,price,type,phone,website,opening_hours,service_options,highlights,popular_for,offerings,atmosphere,crowd,dining_options
7160,Bún chả Hương Liên,Bún Chả Mẹ Nga - Vân Hồ 3,"90a Phố Vân Hồ 3, Lê Đại Hành, Hai Bà Trưng, Hà Nội, Việt Nam","24 P. Lê Văn Hưu, Phan Chu Trinh, Cửa Nam, Hà Nội, Việt Nam",21.0181373,105.8538926,4.1,11978,1-100.000 ₫,Nhà hàng Việt Nam; Quán mì,+84 24 3943 4106,http://facebook.com/bunchahuonglienobama,"{""open_state"": ""Đã đóng cửa · Mở cửa lúc 8:00 CN"", ""hours"": [{""thứ bảy"": ""08:00–20:00""}, {""chủ nhật"": ""08:00–20:00""}, {""thứ hai"": ""08:00–20:00""}, {""thứ ba"": ""08:00–20:00""}, {""thứ tư"": ""08:00–20:00""}, {""thứ năm"": ""08:00–20:00""}, {""thứ sáu"": ""08:00–20:00""}]}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true, ""giao_hàng"": true}",Nhiều bia ngon,Bữa sáng; Bữa trưa; Bữa tối; Ăn tối một mình,Bia; Các món chay; Các món thuần chay; Các món tốt cho sức khoẻ; Nhà hàng thức ăn nhanh; Phần ăn nhỏ; Rượu,Thông thường,Du khách; Nhóm; Sinh viên,Bữa sáng; Bữa nửa buổi; Bữa trưa; Bữa tối; Dịch vụ ăn uống; Dịch vụ tại quầy; Phục vụ tại bàn
22758,Chùa Liên Phái,PhuongKitchen - Cơm & Đồ Ăn Vặt - Ngõ Chùa Liên Phái Bạch Mai,"22 Ngách 55 Ngõ Chùa Liên Phái Bạch Mai, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội","2R4X+4GG, Ng. Chùa Liên Phái, Cầu Dền, Bạch Mai, Hà Nội 100000, Việt Nam",21.005312399999998,105.84882119999999,4.5,719,,Chùa phật giáo; Chùa; Điểm thu hút khách du lịch,+84 24 3863 2562,,"{""open_state"": ""Đã đóng cửa · Mở cửa lúc 7:00 CN"", ""hours"": [{""thứ bảy"": ""07:00–11:00, 13:30–17:30""}, {""chủ nhật"": ""07:00–11:00, 13:30–17:30""}, {""thứ hai"": ""07:00–11:00, 13:30–17:30""}, {""thứ ba"": ""07:00–11:00, 13:30–17:30""}, {""thứ tư"": ""07:00–11:00, 13:30–17:30""}, {""thứ năm"": ""07:00–11:00, 13:30–17:30""}, {""thứ sáu"": ""07:00–11:00, 13:30–17:30""}]}",,,,,,,
67067,Sunut- Trà Nhiệt Đới,Ka Tea - Trà Trái Cây Nhiệt Đới - Đại Cồ Việt,"58 Đại Cồ Việt, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội","211 P. Minh Khai, Minh Khai, Bạch Mai, Hà Nội, Việt Nam",20.995402,105.85803209999999,4.9,35,,Cửa hàng trà,+84 941 154 115,,"{""open_state"": ""Mở cả ngày"", ""hours"": [{""thứ bảy"": ""Mở cửa cả ngày""}, {""chủ nhật"": ""Mở cửa cả ngày""}, {""thứ hai"": ""Mở cửa cả ngày""}, {""thứ ba"": ""Mở cửa cả ngày""}, {""thứ tư"": ""Mở cửa cả ngày""}, {""thứ năm"": ""Mở cửa cả ngày""}, {""thứ sáu"": ""Mở cửa cả ngày""}]}","{""giao_hàng"": true}",,,,,,
111026,Cơm Lệ,Cơm Ngon Hà Nội - Bà Triệu,"203 Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội","111 P. Triệu Việt Vương, Bùi Thị Xuân, Hai Bà Trưng, Hà Nội, Việt Nam",21.0142104,105.8505386,4.5,248,100-200 N ₫,Nhà hàng châu Á,+84 965 840 799,https://online.fliphtml5.com/comle_amvigiadinh/hfik/?fbclid=IwY2xjawRL_ldleHRuA2FlbQIxMABicmlkETFnczdzWDVjQ0FWcHI2SEdDc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHo1Q7dDMSuW4xSE9WQFgFYgX8wzKkgLYHkRWH2v5av5j19XqzCYQVXnhFm6P_aem_Crlz8cX2RLn-cfdCvt9oRg,"{""open_state"": ""Sắp đóng cửa · 22:00 · Mở cửa lúc 10:30 CN"", ""hours"": [{""thứ bảy"": ""10:30–14:00, 17:00–22:00""}, {""chủ nhật"": ""10:30–14:00, 17:00–22:00""}, {""thứ hai"": ""10:30–14:00, 17:00–22:00""}, {""thứ ba"": ""10:30–14:00, 17:00–22:00""}, {""thứ tư"": ""10:30–14:00, 17:00–22:00""}, {""thứ năm"": ""10:30–14:00, 17:00–22:00""}, {""thứ sáu"": ""10:30–14:00, 17:00–22:00""}]}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true, ""giao_hàng_gián_tiếp"": true}",,Bữa trưa,Ăn thoả thích; Bia; Rượu,Thông thường,Nhóm,Bữa trưa; Bữa tối; Dịch vụ ăn uống; Phục vụ tại bàn
8919,Cơm sạch Mẹ Shin,Cơm Sạch Mẹ Shin - Tô Hoàng,"Sn 50 Ngõ Tô Hoàng, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội","50 Ng. Tô Hoàng, Cầu Dền, Bạch Mai, Hà Nội 100000, Việt Nam",21.0064284,105.8498934,5.0,1,,Cửa hàng tạp phẩm,+84 789 388 125,,"{""open_state"": ""Mở cả ngày"", ""hours"": [{""thứ bảy"": ""Mở cửa cả ngày""}, {""chủ nhật"": ""Mở cửa cả ngày""}, {""thứ hai"": ""Mở cửa cả ngày""}, {""thứ ba"": ""Mở cửa cả ngày""}, {""thứ tư"": ""Mở cửa cả ngày""}, {""thứ năm"": ""Mở cửa cả ngày""}, {""thứ sáu"": ""Mở cửa cả ngày""}]}",,,,,,,
62366,The Tryst Rooftop Coffee Bar & Workspace,The Tryst Coffee & Desserts - Đại Cồ Việt,"32A-34 Đại Cồ Việt, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội","Tòa nhà, P. Bà Triệu/205 Pierr Cardin, An Phước, Hai Bà Trưng, Hà Nội, Việt Nam",21.0089468,105.8492983,4.8,77,1-100.000 ₫,Quán cà phê,+84 357 851 886,https://www.facebook.com/thetrystcoffee/,"{""open_state"": ""Sắp đóng cửa · 22:30 · Mở cửa lúc 8:30 CN"", ""hours"": [{""thứ bảy"": ""08:30–22:30""}, {""chủ nhật"": ""08:30–22:30""}, {""thứ hai"": ""08:30–22:30""}, {""thứ ba"": ""08:30–22:30""}, {""thứ tư"": ""08:30–22:30""}, {""thứ năm"": ""08:30–22:30""}, {""thứ sáu"": ""08:30–22:30""}]}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true, ""giao_hàng"": true}",Cà phê ngon; Chỗ ngồi trên sân thượng; Món tráng miệng ngon; Nhiều trà ngon,Phù hợp để làm việc trên máy tính xách tay,Bia; Cà phê; Có giờ giảm giá đặc biệt; Đồ uống vào giờ vàng; Phần ăn nhỏ; Rượu; Rượu cốc tai; Thức ăn chế biến sẵn,Ấm cúng; Thông thường; Yên tĩnh,Chào đón những người thuộc giới LGBTQ+; Dành cho gia đình; Nhóm; Nơi an toàn cho người chuyển giới; Sinh viên,Bữa sáng; Bữa nửa buổi; Bữa trưa; Bữa tối; Dịch vụ ăn uống; Món tráng miệng; Chỗ ngồi; Phục vụ tại bàn
120238,Rosier Fresh Tea & Coffee - Đoàn Trần Nghiệp,Rosier Fresh Tea & Coffee - Đoàn Trần Nghiệp,"25 Đoàn Trần Nghiệp, Phường Hai Bà Trưng, Hà Nội","25 P. Đoàn Trần Nghiệp, phương, Hai Bà Trưng, Hà Nội 100000, Việt Nam",21.0117646,105.8482346,4.9,65,1-100.000 ₫,Quán cà phê,+84 586 097 666,https://rosier.vn/,"{""open_state"": ""Sắp đóng cửa · 22:00 · Mở cửa lúc 7:00 CN"", ""hours"": [{""thứ bảy"": ""07:00–22:00""}, {""chủ nhật"": ""07:00–22:00""}, {""thứ hai"": ""07:00–22:00""}, {""thứ ba"": ""07:00–22:00""}, {""thứ tư"": ""07:00–22:00""}, {""thứ năm"": ""07:00–22:00""}, {""thứ sáu"": ""07:00–22:00""}]}","{""Ăn_tại_chỗ"": true}",Cà phê ngon; Nhiều trà ngon,,Cà phê,Thông thường,Nhóm,
126162,Chi Trà,Tiệm Trà Cô Chiêu - Milk Tea & Ăn Vặt - Lê Thanh Nghị,"76 Lê Thanh Nghị, Phường Bạch Mai, Hà Nội","119 Phương Mai, Kim Liên, Hà Nội, Việt Nam",21.0032092,105.8354768,5.0,30,,Quán cà phê,+84 886 272 726,,"{""open_state"": ""Sắp đóng cửa · 22:30 · Mở cửa lúc 7:00 CN"", ""hours"": [{""thứ bảy"": ""07:00–22:30""}, {""chủ nhật"": ""07:00–22:30""}, {""thứ hai"": ""07:00–22:30""}, {""thứ ba"": ""07:00–22:30""}, {""thứ tư"": ""07:00–22:30""}, {""thứ năm"": ""07:00–22:30""}, {""thứ sáu"": ""07:00–22:30""}]}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true, ""giao_hàng_gián_tiếp"": true}",Cà phê ngon; Nhiều trà ngon,,Cà phê,Ấm cúng; Thông thường,Nhóm; Sinh viên,
103957,Rak cha tea,Rak Cha Tea - Nguyễn Đình Chiểu,"87 Nguyễn Đình Chiểu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội","87 P. Nguyễn Đình Chiểu, phường, Hai Bà Trưng, Hà Nội, Việt Nam",21.0120956,105.8461821,5.0,5,,Quán cà phê,+84 368 399 199,,"{""open_state"": ""Đang mở cửa · Đóng cửa vào 23:30"", ""hours"": [{""thứ bảy"": ""08:15–23:30""}, {""chủ nhật"": ""08:15–23:30""}, {""thứ hai"": ""08:15–23:30""}, {""thứ ba"": ""08:15–23:30""}, {""thứ tư"": ""08:15–23:30""}, {""thứ năm"": ""08:15–23:30""}, {""thứ sáu"": ""08:15–23:30""}]}","{""Ăn_tại_chỗ"": true}",Nhiều trà ngon,,Cà phê,Thông thường,Nhóm,
4389,Trà sữa Dingtea Việt nam,Ding Tea - Lê Đại Hành,"23 Lê Đại Hành, Lê Đại Hành, Hai Bà Trưng, Hà Nội","23 P. Lê Đại Hành, Lê Đại Hành, Hai Bà Trưng, Hà Nội, Việt Nam",21.0098244,105.84975179999999,4.1,264,₫₫,Trà trân châu; Cửa hàng bán nước quả ép; Quầy giải khát; Cửa hàng trà,+84 24 6655 3232,http://dingtea.vn/,"{""open_state"": ""Đang mở cửa · Đóng cửa vào 23:00"", ""hours"": [{""thứ bảy"": ""08:00–23:00""}, {""chủ nhật"": ""08:00–23:00""}, {""thứ hai"": ""08:00–23:00""}, {""thứ ba"": ""08:00–23:00""}, {""thứ tư"": ""08:00–23:00""}, {""thứ năm"": ""08:00–23:00""}, {""thứ sáu"": ""08:00–23:00""}]}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true, ""giao_hàng"": true}",Nhiều trà ngon,,,,,
2188,Quán Ăn Quý Mỳ Ý Và Đồ Ăn Vặt,Quán Ăn Quý - Mì Ý & Đồ Ăn Vặt Online - Lê Thanh Nghị,"107 E3 Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội","P. Lê Thanh Nghị, Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",21.0032241,105.84947149999999,4.7,160,1-100.000 ₫,Quán ăn nhỏ,+84 969 248 096,,"{""open_state"": ""Sắp đóng cửa · 22:00 · Mở cửa lúc 8:00 CN"", ""hours"": [{""thứ bảy"": ""08:00–22:00""}, {""chủ nhật"": ""08:00–22:00""}, {""thứ hai"": ""08:00–22:00""}, {""thứ ba"": ""08:00–22:00""}, {""thứ tư"": ""08:00–22:00""}, {""thứ năm"": ""08:00–22:00""}, {""thứ sáu"": ""08:00–22:00""}]}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true, ""giao_hàng"": true}",Món tráng miệng ngon,Bữa trưa; Bữa tối; Ăn tối một mình,Nhà hàng thức ăn nhanh,Ấm cúng; Thông thường,Nhóm; Sinh viên,Bữa nửa buổi; Bữa trưa; Bữa tối; Dịch vụ ăn uống; Món tráng miệng; Phục vụ tại bàn
93168,Minh Sơn- Bún Trộn & Phở Chiên Phồng- Bạch Mai,Minh Sơn - Bún Trộn & Phở Chiên Phồng - Bạch Mai,"Số 9 Ngách 47 Ngõ 459 Bạch Mai, P. Bạch Mai, Hai Bà Trưng, Hà Nội","9 ngách 47 Ng. 459 P. Bạch Mai, Trương Định, Bạch Mai, Hà Nội, Việt Nam",20.997731899999998,105.85054079999999,,,,Quán ăn nhẹ,+84 972 861 590,,"{""open_state"": ""Đã đóng cửa · Mở cửa lúc 8:00 CN"", ""hours"": [{""thứ bảy"": ""08:00–20:00""}, {""chủ nhật"": ""08:00–20:00""}, {""thứ hai"": ""08:00–20:00""}, {""thứ ba"": ""08:00–20:00""}, {""thứ tư"": ""08:00–20:00""}, {""thứ năm"": ""08:00–20:00""}, {""thứ sáu"": ""08:00–20:00""}]}","{""Ăn_tại_chỗ"": true, ""mua_hàng_ngay_trên_xe"": true, ""giao_hàng_gián_tiếp"": true}",,,Nhà hàng thức ăn nhanh,Thông thường,,Bữa sáng
42458,Kampong Chicken House - Cơm gà Hải Nam,Cơm Gà Xối Mỡ Mai Phương - Lê Thanh Nghị,"62 Phố Lê Thanh Nghị, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam","12 P. Phạm Ngọc Thạch, Kim Liên, Hà Nội 100000, Việt Nam",21.007810499999998,105.8333663,4.5,536,100-200 N ₫,Nhà hàng thịt gà; Nhà hàng cánh gà; Nhà hàng,+84 24 3234 5555,https://kampong.vn/,"{""open_state"": ""Sắp đóng cửa · 22:00 · Mở cửa lúc 10:30 CN"", ""hours"": [{""thứ bảy"": ""10:30–22:00""}, {""chủ nhật"": ""10:30–22:00""}, {""thứ hai"": ""10:30–22:00""}, {""thứ ba"": ""10:30–22:00""}, {""thứ tư"": ""10:30–22:00""}, {""thứ năm"": ""10:30–22:00""}, {""thứ sáu"": ""10:30–22:00""}]}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true, ""giao_hàng_gián_tiếp"": true}",Món tráng miệng ngon; Nhiều bia ngon; Nhiều rượu vang ngon,Bữa trưa; Bữa tối; Ăn tối một mình,Bia; Nhà hàng thức ăn nhanh; Phần ăn nhỏ; Rượu; Rượu mạnh; Rượu vang,Ấm cúng; Cao cấp; Thông thường,Chào đón những người thuộc giới LGBTQ+; Dành cho gia đình; Du khách; Nhóm; Nơi an toàn cho người chuyển giới,Bữa nửa buổi; Bữa trưa; Bữa tối; Dịch vụ ăn uống; Món tráng miệng; Phục vụ tại bàn
25223,The Coffee House,The Coffee House - Lê Thanh Nghị,"92 Phố Lê Thanh Nghị, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam","92 P. Lê Thanh Nghị, Bách Khoa, Bạch Mai, Hà Nội 100000, Việt Nam",21.003508399999998,105.84790679999999,3.4,270,1-100.000 ₫,Quán cà phê,+84 24 7303 9079,http://www.thecoffeehouse.com/,"{""open_state"": ""Sắp đóng cửa · 21:45 · Mở cửa lúc 7:30 CN"", ""hours"": [{""thứ bảy"": ""07:30–21:45""}, {""chủ nhật"": ""07:30–21:45""}, {""thứ hai"": ""07:30–21:45""}, {""thứ ba"": ""07:30–21:45""}, {""thứ tư"": ""07:30–21:45""}, {""thứ năm"": ""07:30–21:45""}, {""thứ sáu"": ""07:30–21:45""}]}","{""Ăn_tại_chỗ"": true, ""mua_hàng_ngay_trên_xe"": true, ""giao_hàng_gián_tiếp"": true}",Cà phê ngon; Món tráng miệng ngon; Nhiều trà ngon,Phù hợp để làm việc trên máy tính xách tay,Cà phê; Nhà hàng thức ăn nhanh,Ấm cúng; Thông thường; Yên tĩnh,Nhóm; Sinh viên,Bữa sáng; Dịch vụ ăn uống; Món tráng miệng; Chỗ ngồi; Phục vụ tại bàn
28819,Highlands Coffee,Highlands Coffee -  Trần Đại Nghĩa,"91 Phố Trần Đại Nghĩa, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam","91 Trần Đại Nghĩa, Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",21.0048458,105.8459008,4.1,1301,1-100.000 ₫,Quán cà phê,+84 24 7300 1558,https://www.highlandscoffee.com.vn/,"{""open_state"": ""Đang mở cửa · Đóng cửa vào 23:00"", ""hours"": [{""thứ bảy"": ""07:00–23:00""}, {""chủ nhật"": ""07:00–23:00""}, {""thứ hai"": ""07:00–23:00""}, {""thứ ba"": ""07:00–23:00""}, {""thứ tư"": ""07:00–23:00""}, {""thứ năm"": ""07:00–23:00""}, {""thứ sáu"": ""07:00–23:00""}]}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true, ""giao_hàng_gián_tiếp"": true}",Cà phê ngon; Món tráng miệng ngon; Nhiều trà ngon,Phù hợp để làm việc trên máy tính xách tay,Cà phê; Nhà hàng thức ăn nhanh,Ấm cúng; Thông thường,Du khách; Nhóm; Sinh viên,Bữa sáng; Bữa nửa buổi; Dịch vụ ăn uống; Món tráng miệng; Chỗ ngồi; Phục vụ tại bàn
78552,COI café,1920 Coffee And Tea - Nguyễn Hiền,"103 K1 Nguyễn Hiền, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội","104 P. Nguyễn Hiền, Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",21.0006173,105.84658639999999,4.6,11,,Quầy cà phê; Quán cà phê,+84 839 623 161,https://www.facebook.com/COI.cafe2211,"{""open_state"": ""Đang mở cửa · Đóng cửa vào 23:00"", ""hours"": [{""thứ bảy"": ""08:00–23:00""}, {""chủ nhật"": ""08:00–23:00""}, {""thứ hai"": ""08:00–23:00""}, {""thứ ba"": ""08:00–23:00""}, {""thứ tư"": ""08:00–23:00""}, {""thứ năm"": ""08:00–23:00""}, {""thứ sáu"": ""08:00–23:00""}]}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true}",,,,,,
73374,Chùa Liên Phái,Cháo Ngon Cukking - Chùa Liên Phái,"81 Chùa Liên Phái, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội","2R4X+4GG, Ng. Chùa Liên Phái, Cầu Dền, Bạch Mai, Hà Nội 100000, Việt Nam",21.005312399999998,105.84882119999999,4.5,719,,Chùa phật giáo; Chùa; Điểm thu hút khách du lịch,+84 24 3863 2562,,"{""open_state"": ""Đã đóng cửa · Mở cửa lúc 7:00 CN"", ""hours"": [{""thứ bảy"": ""07:00–11:00, 13:30–17:30""}, {""chủ nhật"": ""07:00–11:00, 13:30–17:30""}, {""thứ hai"": ""07:00–11:00, 13:30–17:30""}, {""thứ ba"": ""07:00–11:00, 13:30–17:30""}, {""thứ tư"": ""07:00–11:00, 13:30–17:30""}, {""thứ năm"": ""07:00–11:00, 13:30–17:30""}, {""thứ sáu"": ""07:00–11:00, 13:30–17:30""}]}",,,,,,,
9606,Cơm Ngon Quang Thắng,Cơm Ngon Quang Thắng,"108Y9 Ngõ Tự Do, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","108y9 Ng. Tự Do, Đồng Tâm, Bạch Mai, Hà Nội, Việt Nam",20.998110099999998,105.8469617,3.0,4,,Nhà hàng,+84 353 187 858,,"{""open_state"": ""Đã đóng cửa · Mở cửa lúc 10:00 CN"", ""hours"": [{""thứ bảy"": ""10:00–21:00""}, {""chủ nhật"": ""10:00–21:00""}, {""thứ hai"": ""10:00–21:00""}, {""thứ ba"": ""10:00–21:00""}, {""thứ tư"": ""10:00–21:00""}, {""thứ năm"": ""10:00–21:00""}, {""thứ sáu"": ""10:00–21:00""}]}","{""Ăn_tại_chỗ"": true}",,,,Thông thường,,Dịch vụ ăn uống
125252,coffee later?,Linh Tinh - Coffee & Trà Chanh - Nguyễn Hiền,"Số 2 Nguyễn Hiền, Phường Bạch Mai, Hà Nội","103 K11A P. Nguyễn Hiền, Khu tập thể Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",21.0005764,105.8465365,4.5,54,1-100.000 ₫,Quán cà phê,+84 357 638 097,https://instagram.com/coffeelater.hn?igshid=Nzg3NjI1NGI=,"{""open_state"": ""Đang mở cửa · Đóng cửa vào 23:00"", ""hours"": [{""thứ bảy"": ""07:00–23:00""}, {""chủ nhật"": ""07:00–23:00""}, {""thứ hai"": ""07:00–23:00""}, {""thứ ba"": ""07:00–23:00""}, {""thứ tư"": ""07:00–23:00""}, {""thứ năm"": ""07:00–23:00""}, {""thứ sáu"": ""07:00–23:00""}]}","{""Ăn_tại_chỗ"": true, ""mua_hàng_ngay_trên_xe"": true, ""giao_hàng_gián_tiếp"": true}",Cà phê ngon; Nhiều trà ngon,Phù hợp để làm việc trên máy tính xách tay,Cà phê,Ấm cúng; Thông thường,Nhóm; Sinh viên,Món tráng miệng; Chỗ ngồi; Phục vụ tại bàn
103271,Orinchi Chicken Quán Ăn Hàn Quốc,Gà Rán Orinchi - Quán Ăn Hàn Quốc - Tạ Quang Bửu,"112b K2 - 48 Tạ Quang Bửu, phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội","Ng. 48 P. Tạ Quang Bửu P. Tạ Quang Bửu, Bách Khoa, Bạch Mai, Hà Nội 100000, Việt Nam",21.0014799,105.8493312,4.6,18,1-100.000 ₫,Nhà hàng Hàn Quốc,+84 913 718 986,,"{""open_state"": ""Đang mở cửa · Đóng cửa vào 23:00"", ""hours"": [{""thứ bảy"": ""09:00–23:00""}, {""chủ nhật"": ""09:00–23:00""}, {""thứ hai"": ""09:00–23:00""}, {""thứ ba"": ""09:00–23:00""}, {""thứ tư"": ""09:00–23:00""}, {""thứ năm"": ""09:00–23:00""}, {""thứ sáu"": ""09:00–23:00""}]}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true, ""giao_hàng_gián_tiếp"": true}",,,Bia; Rượu,Thông thường,Nhóm,Bữa trưa; Bữa tối; Dịch vụ ăn uống; Phục vụ tại bàn
4633,Feeling Tea Bạch Mai,Trà Sữa Feeling Tea - Bạch Mai,"307C Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","307c P. Bạch Mai, Bạch Mai, Hà Nội, Việt Nam",21.002164999999998,105.85084599999999,4.2,102,₫,Trà trân châu,+84 24 3627 1811,http://www.feelingteaonline.com/,"{""open_state"": ""Đang mở cửa · Đóng cửa vào 23:00"", ""hours"": [{""thứ bảy"": ""08:00–23:00""}, {""chủ nhật"": ""08:00–23:00""}, {""thứ hai"": ""08:00–23:00""}, {""thứ ba"": ""08:00–23:00""}, {""thứ tư"": ""08:00–23:00""}, {""thứ năm"": ""08:00–23:00""}, {""thứ sáu"": ""08:00–23:00""}]}","{""Ăn_tại_chỗ"": true, ""Đồ_ăn_mang_đi"": true}",Nhiều trà ngon,,,,,
62733,L’U Cofee & tea,Ngược Nắng Coffee & Tea - Tạ Quang Bửu,"109K2 Ngõ 48 Tạ Quang Bửu, Phường Bách Khoa, Hai Bà Trưng, Hà Nội","101 Ng. 48 P. Tạ Quang Bửu, Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",21.000915199999998,105.84883529999999,4.6,30,1-100.000 ₫,Quán cà phê,+84 869 648 169,https://m.facebook.com/lucoffeetea/?mibextid=LQQJ4d,"{""open_state"": ""Đang mở cửa · Đóng cửa vào 23:00"", ""hours"": [{""thứ bảy"": ""00:00–23:00""}, {""chủ nhật"": ""08:00–23:00""}, {""thứ hai"": ""08:00–23:00""}, {""thứ ba"": ""08:00–23:00""}, {""thứ tư"": ""08:00–23:00""}, {""thứ năm"": ""08:00–23:00""}, {""thứ sáu"": ""08:00–23:00""}]}","{""Ăn_tại_chỗ"": true, ""mua_hàng_ngay_trên_xe"": true, ""giao_hàng_gián_tiếp"": true}",Cà phê ngon; Nhiều trà ngon,Phù hợp để làm việc trên máy tính xách tay,Cà phê,Ấm cúng; Thông thường,Nhóm; Sinh viên,Dịch vụ ăn uống; Phục vụ tại bàn
