store_id,canonical_name,address,lat,lng,ward,district,city,primary_category,status,be_open_time,be_close_time,median_price_vnd,be_rating_avg,be_rating_count,google_name,google_query_name,google_query_address,google_address,google_lat,google_lng,google_rating,google_review_count,google_phone,google_website,google_place_id,google_data_id,google_open_state,google_open_time,google_close_time,google_match_method,google_match_confidence,google_match_score
126162,Tiệm Trà Cô Chiêu - Milk Tea & Ăn Vặt - Lê Thanh Nghị,"76 Lê Thanh Nghị, Phường Bạch Mai, Hà Nội",21.003490447998047,105.84834289550781,Bạch Mai,Phường Bạch Mai,Hà Nội,Cà Phê/Trà,active,10:00,22:00,0,5.0,30,Chi Trà,Tiệm Trà Cô Chiêu - Milk Tea & Ăn Vặt - Lê Thanh Nghị,"76 Lê Thanh Nghị, Phường Bạch Mai, Hà Nội","119 Phương Mai, Kim Liên, Hà Nội, Việt Nam",21.0032092,105.8354768,5.0,30,+84 886 272 726,,126162,103973,Sắp đóng cửa · 22:30 · Mở cửa lúc 7:00 CN,07:00,22:30,google_unique,high,1.0
103957,Rak Cha Tea - Nguyễn Đình Chiểu,"87 Nguyễn Đình Chiểu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",21.01152992248535,105.84606170654297,,Hai Bà Trưng,Hà Nội,Trà sữa,active,08:00,22:00,0,5.0,5,Rak cha tea,Rak Cha Tea - Nguyễn Đình Chiểu,"87 Nguyễn Đình Chiểu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội","87 P. Nguyễn Đình Chiểu, phường, Hai Bà Trưng, Hà Nội, Việt Nam",21.0120956,105.8461821,5.0,5,+84 368 399 199,,103957,1000082369.0,Đang mở cửa · Đóng cửa vào 23:30,08:15,23:30,google_unique,high,1.0
4389,Ding Tea - Lê Đại Hành,"23 Lê Đại Hành, Lê Đại Hành, Hai Bà Trưng, Hà Nội",21.009939193725586,105.84971618652344,Há»“ Báº£y Máº«u,Hai Bà Trưng,Hà Nội,Trà sữa,active,10:00,22:00,46000,4.1,264,Trà sữa Dingtea Việt nam,Ding Tea - Lê Đại Hành,"23 Lê Đại Hành, Lê Đại Hành, Hai Bà Trưng, Hà Nội","23 P. Lê Đại Hành, Lê Đại Hành, Hai Bà Trưng, Hà Nội, Việt Nam",21.0098244,105.84975179999999,4.1,264,+84 24 6655 3232,http://dingtea.vn/,4389,49210.0,Đang mở cửa · Đóng cửa vào 23:00,08:00,23:00,google_unique,high,1.0
2188,Quán Ăn Quý - Mì Ý & Đồ Ăn Vặt Online - Lê Thanh Nghị,"107 E3 Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",21.00326919555664,105.84954833984375,Bách Khoa,Hai Bà Trưng,Hà Nội,Ăn vặt,active,08:00,21:59,62500,4.7,160,Quán Ăn Quý Mỳ Ý Và Đồ Ăn Vặt,Quán Ăn Quý - Mì Ý & Đồ Ăn Vặt Online - Lê Thanh Nghị,"107 E3 Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội","P. Lê Thanh Nghị, Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",21.0032241,105.84947149999999,4.7,160,+84 969 248 096,,2188,1024611.0,Sắp đóng cửa · 22:00 · Mở cửa lúc 8:00 CN,08:00,22:00,google_unique,high,1.0
93168,Minh Sơn - Bún Trộn & Phở Chiên Phồng - Bạch Mai,"Số 9 Ngách 47 Ngõ 459 Bạch Mai, P. Bạch Mai, Hai Bà Trưng, Hà Nội",20.997589111328125,105.85108184814453,Bạch Mai,Hai Bà Trưng,Hà Nội,Bún/Phở/Mỳ/Cháo,active,14:25,17:00,47000,0.0,21,Minh Sơn- Bún Trộn & Phở Chiên Phồng- Bạch Mai,Minh Sơn - Bún Trộn & Phở Chiên Phồng - Bạch Mai,"Số 9 Ngách 47 Ngõ 459 Bạch Mai, P. Bạch Mai, Hai Bà Trưng, Hà Nội","9 ngách 47 Ng. 459 P. Bạch Mai, Trương Định, Bạch Mai, Hà Nội, Việt Nam",20.997731899999998,105.85054079999999,0.0,0.0,+84 972 861 590,,93168,1223948.0,Đã đóng cửa · Mở cửa lúc 8:00 CN,08:00,20:00,google_unique,high,1.0
42458,Cơm Gà Xối Mỡ Mai Phương - Lê Thanh Nghị,"62 Phố Lê Thanh Nghị, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam",21.00358009338379,105.84855651855469,Bách Khoa,Hai Bà Trưng,Hà Nội,Cơm/Cơm tấm,active,10:30,22:00,47000,4.5,536,Kampong Chicken House - Cơm gà Hải Nam,Cơm Gà Xối Mỡ Mai Phương - Lê Thanh Nghị,"62 Phố Lê Thanh Nghị, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam","12 P. Phạm Ngọc Thạch, Kim Liên, Hà Nội 100000, Việt Nam",21.007810499999998,105.8333663,4.5,536,+84 24 3234 5555,https://kampong.vn/,42458,33040,Sắp đóng cửa · 22:00 · Mở cửa lúc 10:30 CN,10:30,22:00,google_unique,high,1.0
25223,The Coffee House - Lê Thanh Nghị,"92 Phố Lê Thanh Nghị, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam",21.003480911254883,105.84786987304688,Bách Khoa,Hai Bà Trưng,Hà Nội,Cà Phê/Trà,active,07:30,21:30,49000,3.4,270,The Coffee House,The Coffee House - Lê Thanh Nghị,"92 Phố Lê Thanh Nghị, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam","92 P. Lê Thanh Nghị, Bách Khoa, Bạch Mai, Hà Nội 100000, Việt Nam",21.003508399999998,105.84790679999999,3.4,270,+84 24 7303 9079,http://www.thecoffeehouse.com/,25223,1118646.0,Sắp đóng cửa · 21:45 · Mở cửa lúc 7:30 CN,07:30,21:45,google_unique,high,1.0
28819,Highlands Coffee -  Trần Đại Nghĩa,"91 Phố Trần Đại Nghĩa, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam",21.00411033630371,105.84559631347656,Bách Khoa,Hai Bà Trưng,Hà Nội,Cà Phê/Trà,active,07:30,22:45,39000,4.1,1301,Highlands Coffee,Highlands Coffee -  Trần Đại Nghĩa,"91 Phố Trần Đại Nghĩa, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam","91 Trần Đại Nghĩa, Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",21.0048458,105.8459008,4.1,1301,+84 24 7300 1558,https://www.highlandscoffee.com.vn/,28819,784171.0,Đang mở cửa · Đóng cửa vào 23:00,07:00,23:00,google_unique,high,1.0
78552,1920 Coffee And Tea - Nguyễn Hiền,"103 K1 Nguyễn Hiền, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",21.001720428466797,105.84841918945312,Bách Khoa,Hai Bà Trưng,Hà Nội,Cà Phê/Trà,active,07:00,22:30,30000,4.6,11,COI café,1920 Coffee And Tea - Nguyễn Hiền,"103 K1 Nguyễn Hiền, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội","104 P. Nguyễn Hiền, Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",21.0006173,105.84658639999999,4.6,11,+84 839 623 161,https://www.facebook.com/COI.cafe2211,78552,284577.0,Đang mở cửa · Đóng cửa vào 23:00,08:00,23:00,google_unique,high,1.0
73374,Cháo Ngon Cukking - Chùa Liên Phái,"81 Chùa Liên Phái, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",21.005130767822266,105.84925079345703,,Hai Bà Trưng,Hà Nội,Bún/Phở/Mỳ/Cháo,active,00:00,23:00,35000,4.5,719,Chùa Liên Phái,Cháo Ngon Cukking - Chùa Liên Phái,"81 Chùa Liên Phái, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội","2R4X+4GG, Ng. Chùa Liên Phái, Cầu Dền, Bạch Mai, Hà Nội 100000, Việt Nam",21.005312399999998,105.84882119999999,4.5,719,+84 24 3863 2562,,73374,1000073914.0,Đã đóng cửa · Mở cửa lúc 7:00 CN,,,google_unique,high,1.0
9606,Cơm Ngon Quang Thắng,"108Y9 Ngõ Tự Do, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",20.998140335083008,105.84689331054688,,Hai Bà Trưng,Hà Nội,Cơm/Cơm tấm,active,17:00,21:00,40000,3.0,4,Cơm Ngon Quang Thắng,Cơm Ngon Quang Thắng,"108Y9 Ngõ Tự Do, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","108y9 Ng. Tự Do, Đồng Tâm, Bạch Mai, Hà Nội, Việt Nam",20.998110099999998,105.8469617,3.0,4,+84 353 187 858,,9606,3679,Đã đóng cửa · Mở cửa lúc 10:00 CN,10:00,21:00,google_unique,high,1.0
125252,Linh Tinh - Coffee & Trà Chanh - Nguyễn Hiền,"Số 2 Nguyễn Hiền, Phường Bạch Mai, Hà Nội",21.001970291137695,105.84850311279297,Bạch Mai,Phường Bạch Mai,Hà Nội,Cà Phê/Trà,active,07:00,23:00,0,4.5,54,coffee later?,Linh Tinh - Coffee & Trà Chanh - Nguyễn Hiền,"Số 2 Nguyễn Hiền, Phường Bạch Mai, Hà Nội","103 K11A P. Nguyễn Hiền, Khu tập thể Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",21.0005764,105.8465365,4.5,54,+84 357 638 097,https://instagram.com/coffeelater.hn?igshid=Nzg3NjI1NGI=,125252,985311.0,Đang mở cửa · Đóng cửa vào 23:00,07:00,23:00,google_unique,high,1.0
103271,Gà Rán Orinchi - Quán Ăn Hàn Quốc - Tạ Quang Bửu,"112b K2 - 48 Tạ Quang Bửu, phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",21.001480102539062,105.84932708740234,Bách Khoa,Hai Bà Trưng,Hà Nội,Ẩm thực quốc tế,active,09:00,23:30,15000,4.6,18,Orinchi Chicken Quán Ăn Hàn Quốc,Gà Rán Orinchi - Quán Ăn Hàn Quốc - Tạ Quang Bửu,"112b K2 - 48 Tạ Quang Bửu, phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội","Ng. 48 P. Tạ Quang Bửu P. Tạ Quang Bửu, Bách Khoa, Bạch Mai, Hà Nội 100000, Việt Nam",21.0014799,105.8493312,4.6,18,+84 913 718 986,,103271,1238459.0,Đang mở cửa · Đóng cửa vào 23:00,09:00,23:00,google_unique,high,1.0
4633,Trà Sữa Feeling Tea - Bạch Mai,"307C Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",21.001760482788086,105.8508071899414,Bạch Mai,Hai Bà Trưng,Hà Nội,Trà sữa,active,08:30,22:30,31000,4.2,102,Feeling Tea Bạch Mai,Trà Sữa Feeling Tea - Bạch Mai,"307C Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","307c P. Bạch Mai, Bạch Mai, Hà Nội, Việt Nam",21.002164999999998,105.85084599999999,4.2,102,+84 24 3627 1811,http://www.feelingteaonline.com/,4633,93184.0,Đang mở cửa · Đóng cửa vào 23:00,08:00,23:00,google_unique,high,1.0
62733,Ngược Nắng Coffee & Tea - Tạ Quang Bửu,"109K2 Ngõ 48 Tạ Quang Bửu, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",21.001100540161133,105.84912109375,Bách Khoa,Hai Bà Trưng,Hà Nội,Cà Phê/Trà,active,08:30,23:00,36500,4.6,30,L’U Cofee & tea,Ngược Nắng Coffee & Tea - Tạ Quang Bửu,"109K2 Ngõ 48 Tạ Quang Bửu, Phường Bách Khoa, Hai Bà Trưng, Hà Nội","101 Ng. 48 P. Tạ Quang Bửu, Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",21.000915199999998,105.84883529999999,4.6,30,+84 869 648 169,https://m.facebook.com/lucoffeetea/?mibextid=LQQJ4d,62733,917031.0,Đang mở cửa · Đóng cửa vào 23:00,08:00,23:00,google_unique,high,1.0
