relation_key,source_entity_key,target_entity_key,relation_type,store_key,review_id,text_unit_id,sentiment,confidence,evidence
19ba057f6006fb3c5fc8745c2dd815f04a51a1e02ca76ac66790ff03d9af0349,dish:banh-cuon-phu-ly,delivery_packaging:dong-goi-tot,HAS_POSITIVE_SIGNAL,29659,d2b346211c00c498,tu_d2b346211c00c498,positive,0.91,đóng gói tốt
3f5ef20ea03665f59aa87c76fed44c445d90a9be8f8fea04dd42ea70b0fce7de,dish:cha,food_descriptor:nong,DESCRIBES_FOOD,29659,7fc5b86d74ec835f,tu_7fc5b86d74ec835f,positive,0.94,chả nóng ngon
03af20554e1daf16b630dddd100f19715a9e178eaebdb1df5f51fc427d8af769,dish:cha,food_descriptor:ngon,DESCRIBES_FOOD,29659,7fc5b86d74ec835f,tu_7fc5b86d74ec835f,positive,0.96,chả nóng ngon
a957262f195822079aba959a3565a808d07aacc23ba8379447a453d9b5ff8af9,delivery_packaging:dong-goi-tot,food_descriptor:ngon-xiu,MENTIONS,29659,f601d4442a02ed0f,tu_f601d4442a02ed0f,neutral,0.35,"đóng gói tốt, ngon xỉu"
abe0885c121ab2572fbc640f0b664a0ff129d3f46e0a3ade355948e03615de6a,delivery_packaging:dong-goi,problem:khong-co-bat-dung-nuoc-cham,HAS_PROBLEM,29659,57d542c3957acbae,tu_57d542c3957acbae,negative,0.83,không có bát đưng nước chấm
507ad37d2288fa8c578d6b448883d0c92c427bd3138968690a73ce033aa50f37,delivery_packaging:dong-goi,problem:tui-boc-nuoc-mam-rach,HAS_PROBLEM,29659,57d542c3957acbae,tu_57d542c3957acbae,negative,0.98,túi bọc nước mắm rách
76a364664687f95891fe10f9dc5e558e096bec9e9d483b6179188f0fe0408da5,delivery_packaging:dong-goi,problem:sai-thieu-mon,HAS_PROBLEM,29659,57d542c3957acbae,tu_57d542c3957acbae,negative,0.82,"đóng gói chưa tốt, sai/thiếu món"
036878bddfbcdefa2168682a2487c89badce721b137fb33c9b007bb276d420c0,dish:ut-beo-bun-dau-met-com,food_descriptor:kha-ngon,DESCRIBES_FOOD,35452,7cbf74f6dae87e9c,tu_7cbf74f6dae87e9c,positive,0.86,khá ngon
a40ab6cb3c10bbda75189faf12d09af4bcaa8293e05f17c9f626f1d0c752f1af,delivery_packaging:dong-goi,problem:chua-tot,HAS_PROBLEM,35452,7cbf74f6dae87e9c,tu_7cbf74f6dae87e9c,negative,0.94,đóng gói chưa tốt
398dab52b91242e2804c503628269112f1d67480aaf13e8a6053cff5dfa90f17,dish:ut-beo-bun-dau-met-com,delivery_packaging:dong-goi,MENTIONS,35452,7cbf74f6dae87e9c,tu_7cbf74f6dae87e9c,neutral,0.65,đóng gói chưa tốt
720111f17211782a242992fbede0d3beb1e77656c41312d5233362ccff7bf14a,dish:bun-dau-met,food_descriptor:kha-ngon,DESCRIBES_FOOD,35452,88086a0c31e9e0d3,tu_88086a0c31e9e0d3,positive,0.79,khá ngon
809cc86876028b1fb9195297475579ab04eb887366200097a9856ee421e4abfa,dish:com,food_descriptor:kha-ngon,DESCRIBES_FOOD,35452,88086a0c31e9e0d3,tu_88086a0c31e9e0d3,positive,0.61,khá ngon
79fd8e644fb1e7cac54b35c115503443ee60163ac8eeba3f3b5cf931b0309c0f,price_value:gia,problem:khau-phan-it,HAS_NEGATIVE_SIGNAL,35452,0bd9307cc45523a8,tu_0bd9307cc45523a8,negative,0.84,suất lớn mà có tí như này
499ae94277efec63642ff4e64e85b3643f2654597431d2d04c4e1d437ff71f36,dish:bun-dau-met,food_descriptor:ngon,HAS_POSITIVE_SIGNAL,35452,0624ad7481aa585b,tu_0624ad7481aa585b,positive,0.71,ngon nhé
2a1243b35b5059b81b0b42e29219b35bd7148709d91d675b95ca1c899d3908a0,dish:com,food_descriptor:ngon,HAS_POSITIVE_SIGNAL,35452,0624ad7481aa585b,tu_0624ad7481aa585b,positive,0.68,ngon nhé
ffc8ecafaa78ceda34ad9052a4165b928f56c7b6c6960ec723d0eb5e6f16eaf5,dish:bun-dau-met,food_descriptor:ngon,DESCRIBES_FOOD,35452,0624ad7481aa585b,tu_0624ad7481aa585b,positive,0.71,ngon nhé
5673fc920fcc19450283fea9ce9c42f31a9400137e44f9d49d81dd40d7afc535,dish:com,food_descriptor:ngon,DESCRIBES_FOOD,35452,0624ad7481aa585b,tu_0624ad7481aa585b,positive,0.68,ngon nhé
ba05dbbde90cf06660381f077404b994fda4e3b0a44509a2d424ca84d13169df,dish:mon-an,food_descriptor:chua-duoc-dep-mat,DESCRIBES_FOOD,35452,63784876d4c92834,tu_63784876d4c92834,negative,0.95,món ăn chưa được đẹp mắt
ecb1d2b867dcc68b0ce9a257c362a573b026e5864b4ed85ab8440d126e643454,dish:bun,food_descriptor:chua,DESCRIBES_FOOD,35452,e929c1f9bb53d24c,tu_e929c1f9bb53d24c,negative,0.97,bún bị chua
2ba7b038f61acdcfadf22e9cdeeda26a2c5c496e7e13c5f3adf4e3717973d8eb,dish:dau,food_descriptor:chua,DESCRIBES_FOOD,35452,e929c1f9bb53d24c,tu_e929c1f9bb53d24c,negative,0.97,đậu chua
3c076cd18f66262541281a73ac038fe745c5935127cbf21ca3e96b0d0bf7a7dd,service_quality:khong-cho-mon-dat-them,problem:khong-cho-cha-la-lot-dat-them,HAS_PROBLEM,35452,c6d18c1383a895ef,tu_c6d18c1383a895ef,negative,0.88,quán không cho
e8d005889db5df25d57731f2109768720f7f260c683c6394b3993bc47a139837,problem:khong-cho-cha-la-lot-dat-them,dish:cha-la-lot,MENTIONS,35452,c6d18c1383a895ef,tu_c6d18c1383a895ef,negative,0.9,đặt thêm chả lá lốt mà quán không cho
5f5b33b6ff00e980f7d55e7adee5a8a81532039a9abc95bf386771798a1ea649,problem:khong-thay-note,dish:nuoc-mam,MENTIONS,35452,6dbb54d972cabc07,tu_6dbb54d972cabc07,negative,0.72,kh thấy note... nước mắm
c334d6b3497d758b88986dbf87c7ad045ab9f264e7f1b154bb111a18aed07d3a,dish:pho-com-rang,problem:khong-hop-khau-vi,HAS_NEGATIVE_SIGNAL,81993,104c0403dd16d90a,tu_104c0403dd16d90a,negative,0.93,không hợp khẩu vị
2e69e0958a1f035bd11157becb8811244b9222978c6d7f369306cf517f76854f,food_descriptor:ngon-xiu,dish:bun-dau,DESCRIBES_FOOD,21980,c23e39c7f566ac96,tu_c23e39c7f566ac96,positive,0.62,ngon xỉu
b87053ab9beb7309d8f4f06a5b8e32d78ad31a976c662be21fe30c31be1b5865,food_descriptor:ngon-xiu,dish:nem-nuong,DESCRIBES_FOOD,21980,c23e39c7f566ac96,tu_c23e39c7f566ac96,positive,0.62,ngon xỉu
366e9a85c66b9b2bec72b35af02c05a1e35638fa1bb727344528c54e650134e7,dish:do-an,food_descriptor:no-cang,DESCRIBES_FOOD,21980,24d891750fd49a55,tu_24d891750fd49a55,positive,0.95,đồ ăn no căng
67da703cc8f403fcbdbe25797aca37cb37466928037204e0aafe2b9d1efc6311,dish:do-an,food_descriptor:ngon-xiu,DESCRIBES_FOOD,21980,24d891750fd49a55,tu_24d891750fd49a55,positive,0.95,ngon xỉu
6663588bddd3fb6d5f88c70a013c7ae05ff97b933be28ef2893303d0267eecf9,dish:do-an,price_value:dang-dong-tien,HAS_POSITIVE_SIGNAL,21980,24d891750fd49a55,tu_24d891750fd49a55,positive,0.93,đáng đồng tiền
b08efdb8c2982d93608664e4be81427f25daf5d0ed53695fcfbab711f5b6b55d,dish:do-an,space_quality:sach-se,HAS_POSITIVE_SIGNAL,21980,24d891750fd49a55,tu_24d891750fd49a55,positive,0.84,sạch sẽ
efdba2b6d6436ba677efec96aecebff91150b73ce57eecf3d0a1f7c85fb7e1ad,dish:do-an,delivery_packaging:dong-goi-tot,HAS_POSITIVE_SIGNAL,21980,24d891750fd49a55,tu_24d891750fd49a55,positive,0.96,đóng gói tốt
4de5ec91771e78abee774d4885532019efeed0f3ba5082e47eee189c9a43de1d,dish:bun-dau,dish:do-an,MENTIONS,21980,24d891750fd49a55,tu_24d891750fd49a55,neutral,0.66,bún đậu
be72849c38ac2c02202d1ccf606341266b2f1016c835fb3cd5abe7f016b76803,dish:nem-nuong,dish:do-an,MENTIONS,21980,24d891750fd49a55,tu_24d891750fd49a55,neutral,0.66,nem nướng
6c2361320d9c72dc301c38d4466edba0daf4e30394739ff5c9ec8507c588af2d,delivery_packaging:dong-goi,problem:chua-tot,HAS_PROBLEM,21980,2595021d13d7e811,tu_2595021d13d7e811,negative,0.96,đóng gói chưa tốt
34ede5f2e8e1845984a8aa1196a230198918f209c946544d47008808d865e498,dish:com,food_descriptor:ngon,DESCRIBES_FOOD,114833,e156a9e6e3152cbc,tu_e156a9e6e3152cbc,positive,0.95,cơm ngon
c0bd2628768b414507ee9fc8c2e1ea65c34fff58fb7fb89181286da2f640653d,dish:com,food_descriptor:chat-luong,DESCRIBES_FOOD,114833,e156a9e6e3152cbc,tu_e156a9e6e3152cbc,positive,0.9,cơm chất lượng
556f7b9924e05d4cab371e6cbd956119017d66c1b8ad1b3ee77f0fe7fb3f672e,price_value:dang-dong-tien,dish:com,HAS_POSITIVE_SIGNAL,114833,e156a9e6e3152cbc,tu_e156a9e6e3152cbc,positive,0.81,đáng đồng tiền
2471d7a51b9d42f574bd96b580e372c56f62786fcb5295c966ee6f74c01136c5,delivery_packaging:dong-goi-tot,dish:com,HAS_POSITIVE_SIGNAL,114833,e156a9e6e3152cbc,tu_e156a9e6e3152cbc,positive,0.78,đóng gói tốt
a7af3fc8e4625679b803bde863fc08aff8fe65175aafcf68ffa046c79c4f529a,space_quality:sach-se,dish:com,HAS_POSITIVE_SIGNAL,114833,e156a9e6e3152cbc,tu_e156a9e6e3152cbc,positive,0.72,sạch sẽ
597acf70e7ae177b65a4e14583bc4a99ea1f292d4d4cd1d931f9b27f1be976f8,delivery_packaging:dong-goi,price_value:dang-dong-tien,HAS_POSITIVE_SIGNAL,114833,7d3047fcf0338041,tu_7d3047fcf0338041,positive,0.62,"đóng gói tốt, đáng đồng tiền"
97dbc42d08b44e999c857a72de5f0803b503b82ea04059e20df4387b99073fc0,problem:sai-mon-an,dish:suon,MENTIONS,114833,5f0830e52c6e3195,tu_5f0830e52c6e3195,neutral,0.83,đặt sườn
0b9e244733e1db8f3719d1ee9ade95f2df6f91c70cc615314ace8f202829c1f9,problem:sai-mon-an,dish:ga,HAS_PROBLEM,114833,5f0830e52c6e3195,tu_5f0830e52c6e3195,negative,0.92,ko đặt gà
816b7ae7ced6dacecf9933d207262e27b9e416bf286ed857c339a998c6b91bda,dish:com-rang,food_descriptor:food-quality,DESCRIBES_FOOD,87272,c4aa9ae36dcca43f,tu_c4aa9ae36dcca43f,positive,0.54,ngon xỉu
55c2dbb80dc386357ea7f4b96b98c36f2a7ee6f4644ccec3f3d163b2f7ee3168,dish:pho-bo,food_descriptor:food-quality,DESCRIBES_FOOD,87272,c4aa9ae36dcca43f,tu_c4aa9ae36dcca43f,positive,0.54,ngon xỉu
49be615e5e4a480792bf00e8ded0353783093aba8d0ad1597efe900c4647eb93,dish:bun-bo-hue,food_descriptor:food-quality,DESCRIBES_FOOD,87272,c4aa9ae36dcca43f,tu_c4aa9ae36dcca43f,positive,0.54,ngon xỉu
4e7fd486e313873b240482b39ff5a2f2b06f92481a8f8c4daa500c27b3ded816,delivery_packaging:dong-goi,problem:cau-tha,HAS_PROBLEM,87272,bbc3e2631d058d9f,tu_bbc3e2631d058d9f,negative,0.95,đóng gói cẩu thả
d856c4e4bf0c7c63e4960f4c8494279d2d9abb6696992b20b720d4d5d497b733,delivery_packaging:dong-goi,problem:chua-tot,HAS_NEGATIVE_SIGNAL,87272,bbc3e2631d058d9f,tu_bbc3e2631d058d9f,negative,0.92,đóng gói chưa tốt
76c6e2d325da982a6a8b2000119fa755d19cdcb96544daee2fcb3aa230c31a3c,dish:bun-bo,problem:say-mi-chinh,HAS_PROBLEM,87272,fbe5ae3a90d2f6d2,tu_fbe5ae3a90d2f6d2,negative,0.82,sau khi ăn cả bún bò và phở thì mình bị say mì chính
cc43774883403f1787419adeef74195b9b675c0df869c2cfc31117858b5f76e9,dish:pho,problem:say-mi-chinh,HAS_PROBLEM,87272,fbe5ae3a90d2f6d2,tu_fbe5ae3a90d2f6d2,negative,0.82,sau khi ăn cả bún bò và phở thì mình bị say mì chính
817a412569048394a859e3c0134cf1214ce5b01c1fa4b714cad83db783330cc5,dish:bun-bo,problem:day-bung,HAS_PROBLEM,87272,fbe5ae3a90d2f6d2,tu_fbe5ae3a90d2f6d2,negative,0.8,sau khi ăn cả bún bò và phở ... đầy bụng
5cd4eb44f614d0e8cde1b7e960e60ab2fd0ad4017bffb3bb3b32702b50f9d74e,dish:pho,problem:day-bung,HAS_PROBLEM,87272,fbe5ae3a90d2f6d2,tu_fbe5ae3a90d2f6d2,negative,0.8,sau khi ăn cả bún bò và phở ... đầy bụng
32d3a1c673459a34bc86c206d942f109a35cc56fcf62a448d2a751f8c36b4b62,dish:bun-bo,problem:khong-dam-bao-ve-sinh,HAS_NEGATIVE_SIGNAL,87272,fbe5ae3a90d2f6d2,tu_fbe5ae3a90d2f6d2,negative,0.68,không đảm bảo vệ sinh
4767aefe3020669ee54a756aee163cf7d79adbe40d9052ffc06be48a21e63584,dish:pho,problem:khong-dam-bao-ve-sinh,HAS_NEGATIVE_SIGNAL,87272,fbe5ae3a90d2f6d2,tu_fbe5ae3a90d2f6d2,negative,0.68,không đảm bảo vệ sinh
3fdae61a6fee3f4a1f5aae8f13f75437d0e4a9b70770189a16dfd987761e38ff,dish:bun-bo,price_value:ton-them-tien-mua-thuoc,HAS_NEGATIVE_SIGNAL,87272,fbe5ae3a90d2f6d2,tu_fbe5ae3a90d2f6d2,negative,0.62,mất thêm tiền mua thuốc
b53705361146417d85c69c0e6476688197332e84577d8bec2ce1e8e07ae89923,dish:pho,price_value:ton-them-tien-mua-thuoc,HAS_NEGATIVE_SIGNAL,87272,fbe5ae3a90d2f6d2,tu_fbe5ae3a90d2f6d2,negative,0.62,mất thêm tiền mua thuốc
6366ebbb798a3ff98c51d7fced629d63a5bd97d05e21917c751aa71601358799,dish:com-rang,food_descriptor:ngon,DESCRIBES_FOOD,87272,2917d9b3657e5de8,tu_2917d9b3657e5de8,positive,0.44,ok ngon
fdf87e21ef329b2395b61fb714ed83eb67add80362a54082e272c00f5a4ea6db,dish:pho-bo,food_descriptor:ngon,DESCRIBES_FOOD,87272,2917d9b3657e5de8,tu_2917d9b3657e5de8,positive,0.44,ok ngon
67b3efa6d26f06d5c19d5146909c629e1c8f596741809742f1373d2e3f0403bf,dish:bun-bo-hue,food_descriptor:ngon,DESCRIBES_FOOD,87272,2917d9b3657e5de8,tu_2917d9b3657e5de8,positive,0.44,ok ngon
e6f449468ef1997d04bb126907177584d0d6f79f01c4f1ccc6bd573295a4e7f5,dish:com-rang,food_descriptor:chan,HAS_NEGATIVE_SIGNAL,87272,afe588f844e62a06,tu_afe588f844e62a06,negative,0.63,chán
c6df0a4713dff6a9836dd651f12355d0b3eaa7acdc05b643d167491f3daca172,dish:com-rang,food_descriptor:khong-co-vi,DESCRIBES_FOOD,87272,afe588f844e62a06,tu_afe588f844e62a06,negative,0.63,k có vị gì
bd590ec57de8391c849f16a5321df3936805b5a703591054e621c90ed9c18c30,dish:com-rang,food_descriptor:nhat-nheo,DESCRIBES_FOOD,87272,afe588f844e62a06,tu_afe588f844e62a06,negative,0.63,ăn nhạt nhẽo
14a1b6c986aa548a0a5161e9d134f1e1515a04d5cc0fd10ad7cd96bf0984ac98,dish:pho-bo,food_descriptor:chan,HAS_NEGATIVE_SIGNAL,87272,afe588f844e62a06,tu_afe588f844e62a06,negative,0.63,chán
af985c396f0d53bc00d938d5fc033d89e0984887687f6a07f2acdc0b4a677209,dish:pho-bo,food_descriptor:khong-co-vi,DESCRIBES_FOOD,87272,afe588f844e62a06,tu_afe588f844e62a06,negative,0.63,k có vị gì
ec945272c4857fde1010ec964e97bf046f0192b492db76d2530cf13692b451d5,dish:pho-bo,food_descriptor:nhat-nheo,DESCRIBES_FOOD,87272,afe588f844e62a06,tu_afe588f844e62a06,negative,0.63,ăn nhạt nhẽo
f4a71cfabc55c4eafa133ef20593bd9fa593f3947faaa6402f30068af44d486c,dish:bun-bo-hue,food_descriptor:chan,HAS_NEGATIVE_SIGNAL,87272,afe588f844e62a06,tu_afe588f844e62a06,negative,0.63,chán
f64e9588ab346c5e3019b93200047535bc0ab842ddc09a5a20d938a0027c189e,dish:bun-bo-hue,food_descriptor:khong-co-vi,DESCRIBES_FOOD,87272,afe588f844e62a06,tu_afe588f844e62a06,negative,0.63,k có vị gì
8b94d2a601f47fe4165e1daa41ab234f4441ec658b524d1efe70469e23989678,dish:bun-bo-hue,food_descriptor:nhat-nheo,DESCRIBES_FOOD,87272,afe588f844e62a06,tu_afe588f844e62a06,negative,0.63,ăn nhạt nhẽo
cfc7c3bef9c88f0ea32e9147fae85285d76cf36b967d13e939df1216e863e5d5,dish:com-rang,problem:khong-co-tuong-ot,HAS_PROBLEM,87272,afe588f844e62a06,tu_afe588f844e62a06,negative,0.58,k tương ớt
b6e3544b9c04dd68205a7bbcf893e24944475040a04df27c973d9c74647c912f,dish:pho-bo,problem:khong-co-tuong-ot,HAS_PROBLEM,87272,afe588f844e62a06,tu_afe588f844e62a06,negative,0.58,k tương ớt
f9b11f3a4aeef019100526a8dcc502409876fc5dc6c912961c6e31ce6a34ede1,dish:bun-bo-hue,problem:khong-co-tuong-ot,HAS_PROBLEM,87272,afe588f844e62a06,tu_afe588f844e62a06,negative,0.58,k tương ớt
44dce5b1d8cfc0ea4dff9eb12e16ba322f94ebc144d8d2b2a81baade72e9780e,dish:pho-cuon-bun-tron,food_descriptor:ngon,DESCRIBES_FOOD,130463,7f14cd5086745a9d,tu_7f14cd5086745a9d,positive,0.92,ngon
adf27ad6a8050eccc04fd123d24e36566c9228c41badb1ff685e73249fb266b6,dish:pho-cuon-bun-tron,food_descriptor:hop-khau-vi,DESCRIBES_FOOD,130463,7f14cd5086745a9d,tu_7f14cd5086745a9d,positive,0.9,hợp khẩu vị
91f7137dca72f364ff4dccb40f96ebfec7eece5a7d57bbd1e38073019f4e23e6,dish:pho-cuon-bun-tron,food_descriptor:day-dan,DESCRIBES_FOOD,130463,7f14cd5086745a9d,tu_7f14cd5086745a9d,positive,0.88,1 suất khá đầy đặn
a9f2914f364b404ceb9d9f711cd4b13243794083a00fc8e4714f7830ec4ff89b,dish:pho-cuon-bun-tron,delivery_packaging:dong-goi-tot,HAS_POSITIVE_SIGNAL,130463,7f14cd5086745a9d,tu_7f14cd5086745a9d,positive,0.66,đóng gói tốt
f9325e1314567e13af72acaac6bfd1a1a6e6960571ce690de86e12e985812bcf,dish:pho-cuon-bun-tron,price_value:dang-dong-tien,HAS_POSITIVE_SIGNAL,130463,7f14cd5086745a9d,tu_7f14cd5086745a9d,positive,0.64,đáng đồng tiền
74255de53009f6caf4a6e82b106f60b3f236a2f2579200bd69eb76f44939a8bc,dish:pho-cuon-bun-tron,space_quality:sach-se,HAS_POSITIVE_SIGNAL,130463,7f14cd5086745a9d,tu_7f14cd5086745a9d,positive,0.62,sạch sẽ
43a62b50138a4eab1b7e160aeac915b7247a3f8e5b4e91cbcacd357ac5091f93,dish:thit,problem:it-thit,HAS_PROBLEM,130463,1dde4ef5dc76e1a3,tu_1dde4ef5dc76e1a3,negative,0.92,ít thịt
082339bb959b654ca7cb92dd28b1ecb189ba5637622ef7cfed2a60bbcea2fc01,dish:rau,problem:toan-rau,HAS_PROBLEM,130463,1dde4ef5dc76e1a3,tu_1dde4ef5dc76e1a3,negative,0.89,toàn rau
0e0b5149461517c0d53ba9466b3ba5ed4e0d280e00cbab1e1510e76ddc56d15a,dish:thit,dish:rau,MENTIONS,130463,1dde4ef5dc76e1a3,tu_1dde4ef5dc76e1a3,negative,0.68,ít thịt toàn rau
bf76db67249144cc2b874fce90be14350eb00f2758be0ea21c23c3c8e10ac237,dish:banh-cuon-nong,food_descriptor:ngon,DESCRIBES_FOOD,68548,d241a1086d105edb,tu_d241a1086d105edb,positive,0.62,khá ngon
82dcc8a46e28d2d30ba2a40f5e1b8ce1d558410c99f4bf621956633d50a4ad11,dish:bun-cha,food_descriptor:ngon,DESCRIBES_FOOD,68548,d241a1086d105edb,tu_d241a1086d105edb,positive,0.62,khá ngon
5f12c89d0e8329e7d8165e20194a4879cd2404d7cfde436504de669397fd7c5d,dish:my-ga-tan,food_descriptor:ngon,DESCRIBES_FOOD,68548,d241a1086d105edb,tu_d241a1086d105edb,positive,0.62,khá ngon
496276fa00a22036624a51e5835df1db5c55e6b67335233bd72898871f6b2b43,dish:banh-cuon-nong,problem:khong-hop-khau-vi,HAS_PROBLEM,68548,72d6621963178d63,tu_72d6621963178d63,negative,0.34,không hợp khẩu vị
8ea170ef7a38148fb0ecbeeaf00b87c446d6be6651537c337e094c8dd9c4fd99,dish:bun-cha,problem:khong-hop-khau-vi,HAS_PROBLEM,68548,72d6621963178d63,tu_72d6621963178d63,negative,0.34,không hợp khẩu vị
9b93ae435d56da45aafcdaf5518d8153f3343e464d16f439ca2d6102f1cf870a,dish:my-ga-tan,problem:khong-hop-khau-vi,HAS_PROBLEM,68548,72d6621963178d63,tu_72d6621963178d63,negative,0.34,không hợp khẩu vị
0ff0d19015d8a95dcaee127e82bb5bb697d4516b2099d276c36d5e86e4eed7aa,delivery_packaging:dong-goi,problem:chua-tot,HAS_PROBLEM,68548,b7e45720f408f719,tu_b7e45720f408f719,negative,0.96,đóng gói chưa tốt
e71560c9b6d00da6a72ca6c70259863b0b6ec16d790af24159c17f1c75342d2e,dish:thit,problem:it-thit,HAS_PROBLEM,68548,850b3b249f3be759,tu_850b3b249f3be759,negative,0.93,ít thịt
1408b49ca0c0af7fca772549d3da063ace5e1490b8a04bdd7547e55d3a90415d,dish:bun,problem:nhieu-bun-qua,HAS_PROBLEM,68548,850b3b249f3be759,tu_850b3b249f3be759,negative,0.95,nhiều bún quá
5725d6bbfbd9c3e664331c48f777cf59ed8add31392111ec810ebcf1f6c6fa76,dish:thit,dish:bun,MENTIONS,68548,850b3b249f3be759,tu_850b3b249f3be759,neutral,0.45,"ít thịt, nhiều bún quá"
d7a65fca6dd797bceb5d0a4ed080a37ff363ff2afbc3ac343ad1f5d3773c48c5,dish:pho-bo,food_descriptor:ngon-xiu,DESCRIBES_FOOD,80920,ba39aa43e5f5b0de,tu_ba39aa43e5f5b0de,positive,0.52,phở bò ... ngon xỉu
ec98672e31bc4a7bc200d943e0d2bf86bc2f05edd2bd64d0da16f63472644f70,dish:com-rang,food_descriptor:ngon-xiu,DESCRIBES_FOOD,80920,ba39aa43e5f5b0de,tu_ba39aa43e5f5b0de,positive,0.52,cơm rang ... ngon xỉu
742a1075a8eeeff86e16caf448e033e90facba3821ef1fe274b7c78e6d753bb4,dish:pho-bo,food_descriptor:kha-ngon,DESCRIBES_FOOD,80920,954e18470e7fde6e,tu_954e18470e7fde6e,positive,0.34,khá ngon
1eba104be031c8c17020c106efd1f2acb4093d74f8aac6d46c3a57443714aa1e,dish:com-rang,food_descriptor:kha-ngon,DESCRIBES_FOOD,80920,954e18470e7fde6e,tu_954e18470e7fde6e,positive,0.34,khá ngon
9f896500859917e749b2c3b62e2b2b23fbdac6e9719c3918b62c78bf5933ca10,dish:com,food_descriptor:hoi,DESCRIBES_FOOD,80920,ee98051a7bc60a72,tu_ee98051a7bc60a72,negative,0.94,cơm hơi hôi
4a8578ce9c9c739c047029351f61ce84f6479f4f5d2611a1346c72734a67e0f6,dish:com,food_descriptor:hoi,HAS_NEGATIVE_SIGNAL,80920,ee98051a7bc60a72,tu_ee98051a7bc60a72,negative,0.89,hơi hôi
f143ad1383e8dc291544952df74d9884fcfa9e4d5e5a726271b91b014a8d795d,dish:thit-bo,problem:ko-phai-thit-bo,HAS_PROBLEM,80920,698bbaa1c4b80c54,tu_698bbaa1c4b80c54,negative,0.9,ko phải thịt bò
b493fdb506df666610851c91e089b2a7846d89c5c66b44ff7bccda09c59322d6,dish:chan-ga,food_descriptor:hop-khau-vi,DESCRIBES_FOOD,123914,f9e17c4085bf62f6,tu_f9e17c4085bf62f6,positive,0.93,chân gà hợp khẩu vị
a4ac322460afb3944e725a10ef873d701a1e9f03727a85f614223b587b7cc033,dish:chan-ga,food_descriptor:ngon,DESCRIBES_FOOD,123914,f9e17c4085bf62f6,tu_f9e17c4085bf62f6,positive,0.9,ngon xỉu
9518e2fa363ea568d53fc44670d337c8592e140e4452a1ca3a99430f30a61897,dish:chan-ga,price_value:dang-dong-tien,MENTIONS,123914,f9e17c4085bf62f6,tu_f9e17c4085bf62f6,positive,0.62,ăn chân gà... đáng đồng tiền
2c71648e88757371c5a5983e41635292e43f11fa2b29b3fa971210024cfde64a,dish:nuoc-dung,food_descriptor:ngon,HAS_POSITIVE_SIGNAL,123914,ed446678d7809fae,tu_ed446678d7809fae,positive,0.9,"ngon, ngon xỉu"
3bc15b0199220b68fe537bb8967f1aef76321e7e620ae3914f985663258db8ad,food_descriptor:ngon,dish:nuoc-dung,DESCRIBES_FOOD,123914,ed446678d7809fae,tu_ed446678d7809fae,positive,0.92,nước dùng ... ngon
787e749ed5dafafd9c74fdc466ab953303f524188f0466a7ca52c447c6f90a90,dish:nuoc-dung,problem:bi-do-ti,HAS_PROBLEM,123914,ed446678d7809fae,tu_ed446678d7809fae,negative,0.89,nước dùng khi giao bị đổ tí
5f012d17dc645142163af20745541df033a2d6e353f8983a3bd0bcbd487580f1,food_descriptor:cay,dish:my-cay,DESCRIBES_FOOD,123914,6dc495f80f07a9c0,tu_6dc495f80f07a9c0,positive,0.81,đúng vị cay mình thích
5954345ff7b277fba8af8565b33f5ef057ce6fa0d76c40471081793bf7ccb219,dish:my-cay,food_descriptor:cay,HAS_POSITIVE_SIGNAL,123914,6dc495f80f07a9c0,tu_6dc495f80f07a9c0,positive,0.78,đúng vị cay mình thích
aa8777b3b86410d17b6c6bd5599199c671a9aadf357bcdac9acb19130aba7f52,dish:my-cay,price_value:dang-dong-tien,HAS_POSITIVE_SIGNAL,123914,6dc495f80f07a9c0,tu_6dc495f80f07a9c0,positive,0.68,đáng đồng tiền
38916a4fd0a7c7cb5eb30d728428e6edf68f4f3e7d052848a320aa22e89923a8,dish:my-cay,delivery_packaging:dong-goi-tot,HAS_POSITIVE_SIGNAL,123914,6dc495f80f07a9c0,tu_6dc495f80f07a9c0,positive,0.61,đóng gói tốt
719afe764b5c8bcd4d31c88f3cd6ad06baad24dfd5398a2786e5cf10b54cc28c,dish:ga-ran,food_descriptor:ngon-xiu,DESCRIBES_FOOD,123914,1633fed734e7e2eb,tu_1633fed734e7e2eb,positive,0.51,gà rán ... ngon xỉu
d2581ddfea5782c7269dd6602f82deb192dbab92f2b3bda0eb7195211ca01761,dish:my-cay,food_descriptor:ngon-xiu,DESCRIBES_FOOD,123914,1633fed734e7e2eb,tu_1633fed734e7e2eb,positive,0.51,mỳ cay ... ngon xỉu
c06acbd6a15257631c90a53d3d71db4ed99de0f3fc0492a7a80b500318b51283,delivery_packaging:dong-goi,space_quality:sach-se,HAS_POSITIVE_SIGNAL,123914,455ab49bc7327761,tu_455ab49bc7327761,positive,0.56,"đóng gói tốt, sạch sẽ"
a0182eb5b48b49684bca671796a3b8243403ebcf283808a7c1258321089a7394,dish:ga-ran,food_descriptor:ngonnnnnnnnnn,DESCRIBES_FOOD,123914,ee1dc390a5311868,tu_ee1dc390a5311868,positive,0.68,gà rán ... ngonnnnnnnnnn
