entity_key,name,entity_type,store_key,review_id,text_unit_id,sentiment,confidence,evidence
problem:dat,đắt,problem,7240,9899451e4d6327e2,tu_9899451e4d6327e2,negative,0.9,hơi đắt
problem:khong-hop-khau-vi,không hợp khẩu vị,problem,7240,b6ab95447dcc8608,tu_b6ab95447dcc8608,negative,0.95,không hợp khẩu vị
dish:com-ga,cơm gà,dish,7240,cd1a06d0425f588d,tu_cd1a06d0425f588d,neutral,0.72,tên quán: cơm gà
dish:mi-cay,mì cay,dish,7240,cd1a06d0425f588d,tu_cd1a06d0425f588d,neutral,0.72,mì cay
dish:mi-tron,mì trộn,dish,7240,cd1a06d0425f588d,tu_cd1a06d0425f588d,neutral,0.72,mì trộn
problem:nhieu-chay,nhiều cháy,problem,7240,cd1a06d0425f588d,tu_cd1a06d0425f588d,negative,0.88,cho nhiều cháy quá
problem:it,ít,problem,7240,a4427c39f814186a,tu_a4427c39f814186a,negative,0.92,ít!
dish:mi-tom-thuong,mì tôm thường,dish,7240,2a45f3e816bc0b7f,tu_2a45f3e816bc0b7f,negative,0.73,như ăn mì tôm thường
food_descriptor:khong-ngon,không ngon,food_descriptor,7240,2a45f3e816bc0b7f,tu_2a45f3e816bc0b7f,negative,0.97,không ngon
food_descriptor:thuong,thường,food_descriptor,7240,2a45f3e816bc0b7f,tu_2a45f3e816bc0b7f,negative,0.68,mì tôm thường
dish:mi-cay,mì cay,dish,7240,70c36e1765f93ba0,tu_70c36e1765f93ba0,negative,0.96,mì cay 65k mà lèo tèo vài miếng
dish:tok,tok,dish,7240,70c36e1765f93ba0,tu_70c36e1765f93ba0,negative,0.91,tok mặn
food_descriptor:man,mặn,food_descriptor,7240,70c36e1765f93ba0,tu_70c36e1765f93ba0,negative,0.95,tok mặn
price_value:65k,65k,price_value,7240,70c36e1765f93ba0,tu_70c36e1765f93ba0,negative,0.83,mì cay 65k mà lèo tèo
problem:leo-teo-vai-mieng,lèo tèo vài miếng,problem,7240,70c36e1765f93ba0,tu_70c36e1765f93ba0,negative,0.94,lèo tèo vài miếng
problem:toan-vien-tha-lau,toàn viên thả lẩu,problem,7240,70c36e1765f93ba0,tu_70c36e1765f93ba0,negative,0.87,toàn viên thả lẩu
dish:banh-cuon,bánh cuốn,dish,20472,22ad1ca3b4b083d7,tu_22ad1ca3b4b083d7,neutral,0.62,tên quán: bánh cuốn
dish:bun-cha,bún chả,dish,20472,22ad1ca3b4b083d7,tu_22ad1ca3b4b083d7,neutral,0.62,tên quán: ... bún chả
dish:ga-tan,gà tần,dish,20472,22ad1ca3b4b083d7,tu_22ad1ca3b4b083d7,neutral,0.62,tên quán: ... gà tần
food_descriptor:day-dan,đầy đặn,food_descriptor,20472,22ad1ca3b4b083d7,tu_22ad1ca3b4b083d7,positive,0.9,1 suất đầy đặn
food_descriptor:nong,nóng,food_descriptor,20472,22ad1ca3b4b083d7,tu_22ad1ca3b4b083d7,positive,0.88,nước mắm tới nơi còn nóng
food_descriptor:hoi-ngot,hơi ngọt,food_descriptor,20472,22ad1ca3b4b083d7,tu_22ad1ca3b4b083d7,negative,0.9,nước chấm ăn bị hơi ngọt
food_descriptor:man,mặn,food_descriptor,20472,22ad1ca3b4b083d7,tu_22ad1ca3b4b083d7,negative,0.9,và mặn
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,20472,22ad1ca3b4b083d7,tu_22ad1ca3b4b083d7,positive,0.96,đóng gói tốt
space_quality:sach-se,sạch sẽ,space_quality,20472,22ad1ca3b4b083d7,tu_22ad1ca3b4b083d7,positive,0.83,sạch sẽ
problem:khong-cho-quat-voi-ot,không cho quất với ớt,problem,20472,22ad1ca3b4b083d7,tu_22ad1ca3b4b083d7,negative,0.95,quán không cho quất với ớt
dish:nuoc-cham,nước chấm,dish,20472,397d9bd437576690,tu_397d9bd437576690,neutral,0.83,nước chấm hơi mặn tẹo
food_descriptor:man,mặn,food_descriptor,20472,397d9bd437576690,tu_397d9bd437576690,negative,0.93,hơi mặn tẹo
food_descriptor:ngon,ngon,food_descriptor,20472,397d9bd437576690,tu_397d9bd437576690,positive,0.89,ngon xỉu
service_quality:chu-dao,chu đáo,service_quality,20472,397d9bd437576690,tu_397d9bd437576690,positive,0.9,chu đáo cho cả mình bát xốp đựng nước chấm
price_value:dang-dong-tien,đáng đồng tiền,price_value,20472,397d9bd437576690,tu_397d9bd437576690,positive,0.95,đáng đồng tiền
space_quality:sach-se,sạch sẽ,space_quality,20472,397d9bd437576690,tu_397d9bd437576690,positive,0.78,sạch sẽ
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,20472,397d9bd437576690,tu_397d9bd437576690,positive,0.96,đóng gói tốt
delivery_packaging:bat-xop-dung-nuoc-cham,bát xốp đựng nước chấm,delivery_packaging,20472,397d9bd437576690,tu_397d9bd437576690,positive,0.84,bát xốp đựng nước chấm
dish:banh-cuon,bánh cuốn,dish,20472,e32e548e17bf2087,tu_e32e548e17bf2087,positive,0.74,tên quán: bánh cuốn
dish:bun-cha,bún chả,dish,20472,e32e548e17bf2087,tu_e32e548e17bf2087,positive,0.74,tên quán: bún chả
dish:ga-tan,gà tần,dish,20472,e32e548e17bf2087,tu_e32e548e17bf2087,positive,0.74,tên quán: gà tần
food_descriptor:ngon,ngon,food_descriptor,20472,e32e548e17bf2087,tu_e32e548e17bf2087,positive,0.92,ngon xỉu
price_value:dang-dong-tien,đáng đồng tiền,price_value,20472,e32e548e17bf2087,tu_e32e548e17bf2087,positive,0.97,đáng đồng tiền
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,20472,e32e548e17bf2087,tu_e32e548e17bf2087,positive,0.96,đóng gói tốt
space_quality:sach-se,sạch sẽ,space_quality,20472,e32e548e17bf2087,tu_e32e548e17bf2087,positive,0.83,sạch sẽ
dish:banh-cuon,bánh cuốn,dish,20472,234ae85c38421956,tu_234ae85c38421956,neutral,0.96,tên quán: bánh cuốn
dish:bun-cha,bún chả,dish,20472,234ae85c38421956,tu_234ae85c38421956,neutral,0.96,tên quán: bún chả
dish:ga-tan,gà tần,dish,20472,234ae85c38421956,tu_234ae85c38421956,neutral,0.96,tên quán: gà tần
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,20472,234ae85c38421956,tu_234ae85c38421956,positive,0.93,ngon xỉu
space_quality:sach-se,sạch sẽ,space_quality,20472,234ae85c38421956,tu_234ae85c38421956,positive,0.86,sạch sẽ
delivery_packaging:dong-goi,đóng gói,delivery_packaging,20472,234ae85c38421956,tu_234ae85c38421956,positive,0.94,đóng gói tốt
price_value:dang-dong-tien,đáng đồng tiền,price_value,20472,234ae85c38421956,tu_234ae85c38421956,positive,0.95,đáng đồng tiền
dish:banh-cuon-bun-cha-ga-tan,"bánh cuốn, bún chả & gà tần",dish,20472,dae7119178429e30,tu_dae7119178429e30,neutral,0.87,"tên quán: bánh cuốn, bún chả & gà tần"
food_descriptor:ngon,ngon,food_descriptor,20472,dae7119178429e30,tu_dae7119178429e30,positive,0.95,ngon xỉu
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,20472,395872300db4c8e6,tu_395872300db4c8e6,positive,0.98,đóng gói tốt
dish:quat,quất,dish,20472,85d24aa19395ebaa,tu_85d24aa19395ebaa,negative,0.78,thiếu quất
dish:trung-chay,trứng chảy,dish,20472,85d24aa19395ebaa,tu_85d24aa19395ebaa,negative,0.87,note trứng chảy
food_descriptor:trung-chin,trứng chín,food_descriptor,20472,85d24aa19395ebaa,tu_85d24aa19395ebaa,negative,0.84,làm trứng chín
service_quality:service-khong-doc-note,service không đọc note,service_quality,20472,85d24aa19395ebaa,tu_85d24aa19395ebaa,negative,0.95,cả 2 lần đều không đọc note
problem:khong-lam-dung-ghi-chu,không làm đúng ghi chú,problem,20472,85d24aa19395ebaa,tu_85d24aa19395ebaa,negative,0.97,không làm đúng ghi chú
problem:thieu-mon-thieu-kem,thiếu món/thiếu kèm,problem,20472,85d24aa19395ebaa,tu_85d24aa19395ebaa,negative,0.8,thiếu quất
dish:banh-cuon,bánh cuốn,dish,20472,068e2e65c4ae67f3,tu_068e2e65c4ae67f3,neutral,0.77,tên quán: bánh cuốn
dish:bun-cha,bún chả,dish,20472,068e2e65c4ae67f3,tu_068e2e65c4ae67f3,neutral,0.77,tên quán: ... bún chả
dish:ga-tan,gà tần,dish,20472,068e2e65c4ae67f3,tu_068e2e65c4ae67f3,neutral,0.77,tên quán: ... gà tần
food_descriptor:ngay,ngấy,food_descriptor,20472,068e2e65c4ae67f3,tu_068e2e65c4ae67f3,negative,0.96,hơi ngấy
dish:nuoc-cham,nước chấm,dish,20472,91a32c56f5568835,tu_91a32c56f5568835,neutral,0.8,nước chấm
food_descriptor:chua,chua,food_descriptor,20472,91a32c56f5568835,tu_91a32c56f5568835,neutral,0.95,chua
dish:pho-bo,phở bò,dish,21413,3f47a3ad0d1d27ab,tu_3f47a3ad0d1d27ab,neutral,0.81,phở bò
dish:com-rang,cơm rang,dish,21413,3f47a3ad0d1d27ab,tu_3f47a3ad0d1d27ab,neutral,0.8,cơm rang
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,21413,3f47a3ad0d1d27ab,tu_3f47a3ad0d1d27ab,positive,0.96,ngon xỉu
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,21413,3f47a3ad0d1d27ab,tu_3f47a3ad0d1d27ab,positive,0.97,đóng gói tốt
price_value:dang-dong-tien,đáng đồng tiền,price_value,21413,3f47a3ad0d1d27ab,tu_3f47a3ad0d1d27ab,positive,0.96,đáng đồng tiền
space_quality:sach-se,sạch sẽ,space_quality,21413,3f47a3ad0d1d27ab,tu_3f47a3ad0d1d27ab,positive,0.72,sạch sẽ
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,21413,db04336f57c67dda,tu_db04336f57c67dda,positive,0.97,ngon xỉu
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,21413,db04336f57c67dda,tu_db04336f57c67dda,positive,0.98,đóng gói tốt
space_quality:sach-se,sạch sẽ,space_quality,21413,db04336f57c67dda,tu_db04336f57c67dda,positive,0.87,sạch sẽ
dish:pho-bo,phở bò,dish,21413,0199f89f7896a446,tu_0199f89f7896a446,neutral,0.77,phở bò
dish:com-rang,cơm rang,dish,21413,0199f89f7896a446,tu_0199f89f7896a446,neutral,0.74,cơm rang
food_descriptor:ngon,ngon,food_descriptor,21413,0199f89f7896a446,tu_0199f89f7896a446,positive,0.95,ngon xỉu
dish:pho-bo,phở bò,dish,21413,1eab72c2728e7f82,tu_1eab72c2728e7f82,neutral,0.64,phở bò
dish:com-rang,cơm rang,dish,21413,1eab72c2728e7f82,tu_1eab72c2728e7f82,neutral,0.64,cơm rang
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,21413,1eab72c2728e7f82,tu_1eab72c2728e7f82,positive,0.96,ngon xỉu
delivery_packaging:dong-goi,đóng gói,delivery_packaging,21413,1eab72c2728e7f82,tu_1eab72c2728e7f82,positive,0.95,đóng gói tốt
price_value:dang-dong-tien,đáng đồng tiền,price_value,21413,1eab72c2728e7f82,tu_1eab72c2728e7f82,positive,0.95,đáng đồng tiền
space_quality:sach-se,sạch sẽ,space_quality,21413,1eab72c2728e7f82,tu_1eab72c2728e7f82,positive,0.85,sạch sẽ
delivery_packaging:dong-goi,đóng gói,delivery_packaging,21413,5111a7b13a8b7101,tu_5111a7b13a8b7101,negative,0.97,đóng gói bằng túi nilon... chưa tốt
problem:tui-nilon,túi nilon,problem,21413,5111a7b13a8b7101,tu_5111a7b13a8b7101,negative,0.86,bằng túi nilon nhìn ko đảm bảo lắm
food_descriptor:vi-ok,vị ok,food_descriptor,21413,5111a7b13a8b7101,tu_5111a7b13a8b7101,positive,0.78,vị thì cũng ok
dish:com,cơm,dish,21413,c1698194bf6166a6,tu_c1698194bf6166a6,negative,0.98,cơm khô không ăn được
food_descriptor:kho,khô,food_descriptor,21413,c1698194bf6166a6,tu_c1698194bf6166a6,negative,0.97,cơm khô
food_descriptor:chay-canh,cháy cạnh,food_descriptor,21413,c1698194bf6166a6,tu_c1698194bf6166a6,negative,0.93,rang cháy cạnh
food_descriptor:toan-mo,toàn mỡ,food_descriptor,21413,c1698194bf6166a6,tu_c1698194bf6166a6,negative,0.9,toàn mỡ
dish:ga,gà,dish,21413,c1698194bf6166a6,tu_c1698194bf6166a6,negative,0.94,gà thì đỏ
food_descriptor:do,đỏ,food_descriptor,21413,c1698194bf6166a6,tu_c1698194bf6166a6,negative,0.9,gà thì đỏ
problem:khong-an-duoc,không ăn được,problem,21413,c1698194bf6166a6,tu_c1698194bf6166a6,negative,0.96,không ăn được
problem:vut-nguyen-3-suat-com,vứt nguyên 3 suất cơm,problem,21413,c1698194bf6166a6,tu_c1698194bf6166a6,negative,0.88,vứt nguyên 3 suất cơm
dish:pho-bo,phở bò,dish,86219,d3f1283bd64e0ed1,tu_d3f1283bd64e0ed1,neutral,0.79,phở bò thiên trường
dish:bun-bo,bún bò,dish,86219,d3f1283bd64e0ed1,tu_d3f1283bd64e0ed1,neutral,0.76,bún bò
dish:com-rang,cơm rang,dish,86219,d3f1283bd64e0ed1,tu_d3f1283bd64e0ed1,neutral,0.76,cơm rang
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,86219,d3f1283bd64e0ed1,tu_d3f1283bd64e0ed1,positive,0.95,ngon xỉu
price_value:dang-dong-tien,đáng đồng tiền,price_value,86219,d3f1283bd64e0ed1,tu_d3f1283bd64e0ed1,positive,0.97,đáng đồng tiền
space_quality:sach-se,sạch sẽ,space_quality,86219,d3f1283bd64e0ed1,tu_d3f1283bd64e0ed1,positive,0.84,sạch sẽ
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,86219,d3f1283bd64e0ed1,tu_d3f1283bd64e0ed1,positive,0.98,đóng gói tốt
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,86219,188c7c7e9f6c979c,tu_188c7c7e9f6c979c,positive,0.95,ngon xỉu
price_value:dang-dong-tien,đáng đồng tiền,price_value,86219,188c7c7e9f6c979c,tu_188c7c7e9f6c979c,positive,0.98,đáng đồng tiền
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,86219,188c7c7e9f6c979c,tu_188c7c7e9f6c979c,positive,0.97,đóng gói tốt
space_quality:sach-se,sạch sẽ,space_quality,86219,188c7c7e9f6c979c,tu_188c7c7e9f6c979c,positive,0.78,sạch sẽ
dish:pho-bo,phở bò,dish,86219,6392c083f9c8470f,tu_6392c083f9c8470f,neutral,0.67,phở bò thiên trường
dish:bun-bo,bún bò,dish,86219,6392c083f9c8470f,tu_6392c083f9c8470f,neutral,0.84,bún bò
dish:com-rang,cơm rang,dish,86219,6392c083f9c8470f,tu_6392c083f9c8470f,neutral,0.84,cơm rang
delivery_packaging:dong-goi,đóng gói,delivery_packaging,86219,6392c083f9c8470f,tu_6392c083f9c8470f,positive,0.97,đóng gói tốt
space_quality:sach-se,sạch sẽ,space_quality,86219,6392c083f9c8470f,tu_6392c083f9c8470f,positive,0.88,sạch sẽ
price_value:dang-dong-tien,đáng đồng tiền,price_value,86219,6392c083f9c8470f,tu_6392c083f9c8470f,positive,0.96,đáng đồng tiền
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,86219,6392c083f9c8470f,tu_6392c083f9c8470f,positive,0.95,ngon xỉu
problem:khong-lam-dung-ghi-chu,không làm đúng ghi chú,problem,86219,d5cc3d52d27224fb,tu_d5cc3d52d27224fb,negative,0.98,không làm đúng ghi chú
service_quality:service,service,service_quality,86219,d5cc3d52d27224fb,tu_d5cc3d52d27224fb,negative,0.84,không làm đúng ghi chú
delivery_packaging:dong-goi,đóng gói,delivery_packaging,86219,30070b4c02bb927a,tu_30070b4c02bb927a,negative,0.96,đóng gói chưa tốt
problem:chua-tot,chưa tốt,problem,86219,30070b4c02bb927a,tu_30070b4c02bb927a,negative,0.9,chưa tốt
delivery_packaging:dong-goi,đóng gói,delivery_packaging,86219,7f14515452c126d3,tu_7f14515452c126d3,negative,0.84,packaging=-1.00
problem:sai-thieu-mon,sai/thiếu món,problem,86219,7f14515452c126d3,tu_7f14515452c126d3,negative,0.98,sai/thiếu món
dish:banh-cuon,bánh cuốn,dish,36034,0c96fee6026f690f,tu_0c96fee6026f690f,neutral,0.96,đặt bánh cuốn
dish:bun-cha,bún chả,dish,36034,0c96fee6026f690f,tu_0c96fee6026f690f,neutral,0.94,ship về bún chả
problem:sai-thieu-mon,sai/thiếu món,problem,36034,0c96fee6026f690f,tu_0c96fee6026f690f,negative,0.99,sai/thiếu món
dish:banh-cuon-phu-ly,bánh cuốn phủ lý,dish,36034,1f361a3a2dd868dd,tu_1f361a3a2dd868dd,neutral,0.85,bánh cuốn phủ lý
location_landmark:truong-dinh,trương định,location_landmark,36034,1f361a3a2dd868dd,tu_1f361a3a2dd868dd,neutral,0.62,trương định
price_value:dang-dong-tien,đáng đồng tiền,price_value,36034,1f361a3a2dd868dd,tu_1f361a3a2dd868dd,positive,0.98,đáng đồng tiền
dish:banh-cuon-phu-ly,bánh cuốn phủ lý,dish,36034,ddd7e15630f912fc,tu_ddd7e15630f912fc,positive,0.83,bánh cuốn phủ lý
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,36034,ddd7e15630f912fc,tu_ddd7e15630f912fc,positive,0.95,ngon xỉu
price_value:dang-dong-tien,đáng đồng tiền,price_value,36034,ddd7e15630f912fc,tu_ddd7e15630f912fc,positive,0.96,đáng đồng tiền
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,36034,ddd7e15630f912fc,tu_ddd7e15630f912fc,positive,0.95,đóng gói tốt
space_quality:sach-se,sạch sẽ,space_quality,36034,ddd7e15630f912fc,tu_ddd7e15630f912fc,positive,0.78,sạch sẽ
dish:banh-cuon-phu-ly,bánh cuốn phủ lý,dish,36034,71f32c5dfa1f85ad,tu_71f32c5dfa1f85ad,positive,0.77,bánh cuốn phủ lý
food_descriptor:ngon,ngon,food_descriptor,36034,71f32c5dfa1f85ad,tu_71f32c5dfa1f85ad,positive,0.95,ngon xỉu
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,36034,71f32c5dfa1f85ad,tu_71f32c5dfa1f85ad,positive,0.97,đóng gói tốt
price_value:dang-dong-tien,đáng đồng tiền,price_value,36034,71f32c5dfa1f85ad,tu_71f32c5dfa1f85ad,positive,0.96,đáng đồng tiền
space_quality:sach-se,sạch sẽ,space_quality,36034,71f32c5dfa1f85ad,tu_71f32c5dfa1f85ad,positive,0.88,sạch sẽ
dish:banh-cuon-phu-ly,bánh cuốn phủ lý,dish,36034,2f5c4aa7bd5d1aa6,tu_2f5c4aa7bd5d1aa6,positive,0.72,ngon quấ
dish:bun,bún,dish,36034,2f5c4aa7bd5d1aa6,tu_2f5c4aa7bd5d1aa6,neutral,0.9,thêm option thêm bún
dish:nuoc-dung,nước dùng,dish,36034,2f5c4aa7bd5d1aa6,tu_2f5c4aa7bd5d1aa6,neutral,0.88,thêm ít nước dùng nữa
food_descriptor:ngon,ngon,food_descriptor,36034,2f5c4aa7bd5d1aa6,tu_2f5c4aa7bd5d1aa6,positive,0.94,ngon quấ
problem:it-nuoc-dung,ít nước dùng,problem,36034,2f5c4aa7bd5d1aa6,tu_2f5c4aa7bd5d1aa6,negative,0.92,mong quán thêm ít nước dùng nữa
dish:cha-nuong,chả nướng,dish,36034,dfc1dc5533351556,tu_dfc1dc5533351556,negative,0.98,chả nướng cháy
dish:nuoc-cham,nước chấm,dish,36034,dfc1dc5533351556,tu_dfc1dc5533351556,negative,0.94,nước chấm ko ngon
food_descriptor:chay,cháy,food_descriptor,36034,dfc1dc5533351556,tu_dfc1dc5533351556,negative,0.97,chả nướng cháy
food_descriptor:khong-ngon,không ngon,food_descriptor,36034,dfc1dc5533351556,tu_dfc1dc5533351556,negative,0.95,nước chấm ko ngon
delivery_packaging:bat,bát,delivery_packaging,36034,dfc1dc5533351556,tu_dfc1dc5533351556,negative,0.86,ko cho bát
problem:khong-cho-bat,không cho bát,problem,36034,dfc1dc5533351556,tu_dfc1dc5533351556,negative,0.93,ko cho bát thì đựng nước chấm vào đâu
price_value:dang-dong-tien,đáng đồng tiền,price_value,20129,046b26a5537ab24d,tu_046b26a5537ab24d,positive,0.97,đáng đồng tiền
space_quality:sach-se,sạch sẽ,space_quality,20129,046b26a5537ab24d,tu_046b26a5537ab24d,positive,0.88,sạch sẽ
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,20129,046b26a5537ab24d,tu_046b26a5537ab24d,positive,0.98,đóng gói tốt
food_descriptor:ngon,ngon,food_descriptor,20129,046b26a5537ab24d,tu_046b26a5537ab24d,positive,0.93,ngon xỉu
dish:pho,phở,dish,20129,7b13184838e62490,tu_7b13184838e62490,neutral,0.64,tên quán: ... phở
dish:com-rang,cơm rang,dish,20129,7b13184838e62490,tu_7b13184838e62490,neutral,0.64,tên quán: ... cơm rang
food_descriptor:ngon,ngon,food_descriptor,20129,7b13184838e62490,tu_7b13184838e62490,positive,0.95,khá ngon
dish:com-dao-ga-rang,cơm đảo gà rang,dish,16422,41b13bf35107e52f,tu_41b13bf35107e52f,positive,0.66,tên quán: ... cơm đảo gà rang
dish:chim-quay,chim quay,dish,16422,41b13bf35107e52f,tu_41b13bf35107e52f,positive,0.66,tên quán: ... chim quay
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,16422,41b13bf35107e52f,tu_41b13bf35107e52f,positive,0.95,ngon xỉu
price_value:dang-dong-tien,đáng đồng tiền,price_value,16422,41b13bf35107e52f,tu_41b13bf35107e52f,positive,0.96,đáng đồng tiền
space_quality:sach-se,sạch sẽ,space_quality,16422,41b13bf35107e52f,tu_41b13bf35107e52f,positive,0.88,sạch sẽ
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,16422,41b13bf35107e52f,tu_41b13bf35107e52f,positive,0.97,đóng gói tốt
price_value:dang-dong-tien,đáng đồng tiền,price_value,16422,fb8da8c350574082,tu_fb8da8c350574082,positive,0.96,đáng đồng tiền
dish:com-dao-ga-rang,cơm đảo gà rang,dish,16422,17fb0c7005a0ffb4,tu_17fb0c7005a0ffb4,positive,0.72,cơm đảo gà rang
dish:chim-quay,chim quay,dish,16422,17fb0c7005a0ffb4,tu_17fb0c7005a0ffb4,positive,0.72,chim quay
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,16422,17fb0c7005a0ffb4,tu_17fb0c7005a0ffb4,positive,0.95,ngon xỉu
dish:ca-phai,cà phái,dish,16422,4a88180c78a90aaa,tu_4a88180c78a90aaa,neutral,0.44,thiếu cà phái
dish:dua-chua,dưa chua,dish,16422,4a88180c78a90aaa,tu_4a88180c78a90aaa,neutral,0.95,dưa chua
problem:sai-thieu-mon,sai/thiếu món,problem,16422,4a88180c78a90aaa,tu_4a88180c78a90aaa,negative,0.99,sai/thiếu món
problem:thieu-ca-phai,thiếu cà phái,problem,16422,4a88180c78a90aaa,tu_4a88180c78a90aaa,negative,0.9,thiếu cà phái
problem:thieu-dua-chua,thiếu dưa chua,problem,16422,4a88180c78a90aaa,tu_4a88180c78a90aaa,negative,0.89,thiếu cà phái vs dưa chua của mình
dish:ga-tan,gà tần,dish,16422,a14f241036959c2e,tu_a14f241036959c2e,neutral,0.92,1 suất gà tần
service_quality:service,service,service_quality,16422,a14f241036959c2e,tu_a14f241036959c2e,negative,0.88,đưa nhầm
problem:dua-nham-mon,đưa nhầm món,problem,16422,a14f241036959c2e,tu_a14f241036959c2e,negative,0.96,đưa nhầm 1 suất gà tần
dish:mon-an,món ăn,dish,16422,a05ffd2cd0606bab,tu_a05ffd2cd0606bab,neutral,0.57,mọi thứ
food_descriptor:man,mặn,food_descriptor,16422,a05ffd2cd0606bab,tu_a05ffd2cd0606bab,negative,0.91,hơi mặn
dish:com-dao-ga-rang,cơm đảo gà rang,dish,16422,1369cee094850331,tu_1369cee094850331,neutral,0.7,cơm đảo gà rang
dish:chim-quay,chim quay,dish,16422,1369cee094850331,tu_1369cee094850331,neutral,0.7,chim quay
food_descriptor:ngon,ngon,food_descriptor,16422,1369cee094850331,tu_1369cee094850331,positive,0.95,ngon
price_value:gia-ca,giá cả,price_value,60874,059f74e0e70f7fec,tu_059f74e0e70f7fec,positive,0.95,đáng đồng tiền
service_quality:service,service,service_quality,60874,a6554ac6cd48dd02,tu_a6554ac6cd48dd02,negative,0.93,không làm đúng ghi chú
problem:khong-lam-dung-ghi-chu,không làm đúng ghi chú,problem,60874,a6554ac6cd48dd02,tu_a6554ac6cd48dd02,negative,0.98,không làm đúng ghi chú
delivery_packaging:dong-goi,đóng gói,delivery_packaging,60874,537f354a5a80f539,tu_537f354a5a80f539,negative,0.96,đóng gói chưa tốt
problem:chua-tot,chưa tốt,problem,60874,537f354a5a80f539,tu_537f354a5a80f539,negative,0.91,chưa tốt
dish:pepsi-nho,pepsi nhỏ,dish,60874,c9293c852e0135d1,tu_c9293c852e0135d1,neutral,0.95,thiếu pepsi nhỏ
dish:sting,sting,dish,60874,c9293c852e0135d1,tu_c9293c852e0135d1,neutral,0.95,đặt sting + pepsi nhỏ
problem:thieu-pepsi-nho,thiếu pepsi nhỏ,problem,60874,c9293c852e0135d1,tu_c9293c852e0135d1,negative,0.98,thiếu pepsi nhỏ
problem:sai-thieu-mon,sai/thiếu món,problem,60874,c9293c852e0135d1,tu_c9293c852e0135d1,negative,0.99,sai/thiếu món
delivery_packaging:packaging,packaging,delivery_packaging,60874,c9293c852e0135d1,tu_c9293c852e0135d1,negative,0.88,packaging=-1.00
dish:bo,bò,dish,60874,574c8f222aaa3e40,tu_574c8f222aaa3e40,negative,0.73,nêm bò đẫm muối
food_descriptor:man-chat,mặn chát,food_descriptor,60874,574c8f222aaa3e40,tu_574c8f222aaa3e40,negative,0.97,mặn chát
food_descriptor:dam-muoi,đẫm muối,food_descriptor,60874,574c8f222aaa3e40,tu_574c8f222aaa3e40,negative,0.95,đẫm muối
problem:thua-muoi,thừa muối,problem,60874,574c8f222aaa3e40,tu_574c8f222aaa3e40,negative,0.94,quán thừa muối
space_quality:sach-se,sạch sẽ,space_quality,13942,fc515ecedd1eac43,tu_fc515ecedd1eac43,positive,0.79,sạch sẽ
delivery_packaging:dong-goi-tot,đóng gói tốt,delivery_packaging,13942,fc515ecedd1eac43,tu_fc515ecedd1eac43,positive,0.96,đóng gói tốt
price_value:dang-dong-tien,đáng đồng tiền,price_value,13942,fc515ecedd1eac43,tu_fc515ecedd1eac43,positive,0.97,đáng đồng tiền
food_descriptor:ngon-xiu,ngon xỉu,food_descriptor,13942,fc515ecedd1eac43,tu_fc515ecedd1eac43,positive,0.91,ngon xỉu
problem:khong-hop-khau-vi,không hợp khẩu vị,problem,13942,cce75a14940d7749,tu_cce75a14940d7749,negative,0.96,không hợp khẩu vị
service_quality:giao-nhanh,giao nhanh,service_quality,13942,c2473daa4268eaa2,tu_c2473daa4268eaa2,positive,0.96,giao nhanh
dish:sot-vang,sốt vang,dish,13942,c2473daa4268eaa2,tu_c2473daa4268eaa2,positive,0.93,sốt vang ăn ổn
food_descriptor:an-on,ăn ổn,food_descriptor,13942,c2473daa4268eaa2,tu_c2473daa4268eaa2,positive,0.87,ăn ổn
dish:pho-tron,phở trộn,dish,13942,c2473daa4268eaa2,tu_c2473daa4268eaa2,positive,0.94,phở trộn nhìn có vẻ ngon hơn
food_descriptor:ngon-hon,ngon hơn,food_descriptor,13942,c2473daa4268eaa2,tu_c2473daa4268eaa2,positive,0.84,ngon hơn
delivery_packaging:coc,cốc,delivery_packaging,13942,c2473daa4268eaa2,tu_c2473daa4268eaa2,negative,0.88,cho khách ăn cốc kì vậy
